2021.02.04,23:05,105.537,105.551,105.535,105.538,103
2021.02.04,23:10,105.538,105.538,105.526,105.528,68
2021.02.04,23:15,105.527,105.531,105.524,105.528,56
2021.02.04,23:20,105.527,105.532,105.526,105.530,29
2021.02.04,23:25,105.531,105.535,105.527,105.533,138
2021.02.04,23:30,105.533,105.549,105.533,105.546,106
2021.02.04,23:35,105.545,105.547,105.540,105.540,73
2021.02.04,23:40,105.541,105.547,105.538,105.547,34
2021.02.04,23:45,105.545,105.557,105.544,105.554,118
2021.02.04,23:50,105.554,105.555,105.544,105.550,85
2021.02.04,23:55,105.550,105.560,105.549,105.559,65
2021.02.05,00:05,105.525,105.538,105.513,105.527,20
2021.02.05,00:10,105.528,105.534,105.528,105.534,20
2021.02.05,00:15,105.533,105.537,105.532,105.537,10
2021.02.05,00:20,105.536,105.536,105.536,105.536,2
2021.02.05,00:25,105.536,105.538,105.536,105.536,10
2021.02.05,00:30,105.536,105.545,105.536,105.541,85
2021.02.05,00:35,105.541,105.549,105.529,105.534,184
2021.02.05,00:40,105.536,105.540,105.525,105.526,52
2021.02.05,00:45,105.526,105.532,105.522,105.531,22
2021.02.05,00:50,105.529,105.534,105.525,105.526,63
2021.02.05,00:55,105.526,105.527,105.504,105.506,162
2021.02.05,01:00,105.510,105.633,105.507,105.566,651
2021.02.05,01:05,105.566,105.576,105.566,105.575,157
2021.02.05,01:10,105.573,105.573,105.562,105.563,114
2021.02.05,01:15,105.563,105.566,105.554,105.556,85
2021.02.05,01:20,105.555,105.555,105.548,105.553,29
2021.02.05,01:25,105.552,105.552,105.545,105.550,19
2021.02.05,01:30,105.549,105.549,105.538,105.542,40
2021.02.05,01:35,105.542,105.549,105.533,105.541,48
2021.02.05,01:40,105.541,105.560,105.534,105.550,64
2021.02.05,01:45,105.549,105.574,105.544,105.558,115
2021.02.05,01:50,105.560,105.575,105.560,105.570,84
2021.02.05,01:55,105.570,105.579,105.562,105.573,127
2021.02.05,02:00,105.572,105.596,105.564,105.592,190
2021.02.05,02:05,105.593,105.610,105.581,105.604,121
2021.02.05,02:10,105.603,105.639,105.592,105.624,213
2021.02.05,02:15,105.624,105.637,105.605,105.607,195
2021.02.05,02:20,105.607,105.609,105.562,105.566,195
2021.02.05,02:25,105.567,105.573,105.516,105.523,232
2021.02.05,02:30,105.524,105.529,105.467,105.494,368
2021.02.05,02:35,105.494,105.496,105.458,105.478,215
2021.02.05,02:40,105.479,105.506,105.479,105.494,176
2021.02.05,02:45,105.495,105.541,105.488,105.535,197
2021.02.05,02:50,105.535,105.549,105.515,105.526,372
2021.02.05,02:55,105.528,105.533,105.481,105.484,305
2021.02.05,03:00,105.484,105.491,105.475,105.477,156
2021.02.05,03:05,105.478,105.525,105.470,105.512,179
2021.02.05,03:10,105.511,105.511,105.490,105.498,209
2021.02.05,03:15,105.496,105.523,105.484,105.513,197
2021.02.05,03:20,105.513,105.518,105.500,105.510,138
2021.02.05,03:25,105.511,105.513,105.491,105.491,157
2021.02.05,03:30,105.491,105.521,105.488,105.517,126
2021.02.05,03:35,105.518,105.519,105.505,105.508,86
2021.02.05,03:40,105.507,105.507,105.477,105.479,206
2021.02.05,03:45,105.478,105.500,105.478,105.498,120
2021.02.05,03:50,105.499,105.511,105.494,105.503,154
2021.02.05,03:55,105.504,105.511,105.489,105.509,165
2021.02.05,04:00,105.510,105.516,105.497,105.503,195
2021.02.05,04:05,105.503,105.527,105.501,105.527,137
2021.02.05,04:10,105.526,105.532,105.508,105.513,134
2021.02.05,04:15,105.514,105.516,105.501,105.505,85
2021.02.05,04:20,105.504,105.511,105.498,105.511,75
2021.02.05,04:25,105.512,105.524,105.508,105.520,87
2021.02.05,04:30,105.521,105.522,105.506,105.511,115
2021.02.05,04:35,105.513,105.533,105.513,105.529,151
2021.02.05,04:40,105.530,105.552,105.525,105.541,171
2021.02.05,04:45,105.541,105.559,105.539,105.551,122
2021.02.05,04:50,105.550,105.551,105.537,105.537,46
2021.02.05,04:55,105.536,105.548,105.525,105.547,140
2021.02.05,05:00,105.546,105.555,105.536,105.545,115
2021.02.05,05:05,105.544,105.547,105.542,105.543,32
2021.02.05,05:10,105.543,105.561,105.543,105.548,92
2021.02.05,05:15,105.550,105.550,105.541,105.541,87
2021.02.05,05:20,105.540,105.551,105.535,105.549,108
2021.02.05,05:25,105.549,105.553,105.536,105.538,87
2021.02.05,05:30,105.538,105.548,105.536,105.539,100
2021.02.05,05:35,105.540,105.552,105.540,105.545,58
2021.02.05,05:40,105.546,105.555,105.542,105.545,44
2021.02.05,05:45,105.545,105.550,105.542,105.542,63
2021.02.05,05:50,105.542,105.545,105.541,105.542,65
2021.02.05,05:55,105.541,105.546,105.535,105.545,55
2021.02.05,06:00,105.545,105.545,105.538,105.542,54
2021.02.05,06:05,105.541,105.546,105.537,105.543,57
2021.02.05,06:10,105.543,105.545,105.538,105.539,37
2021.02.05,06:15,105.538,105.547,105.538,105.543,77
2021.02.05,06:20,105.544,105.544,105.534,105.542,96
2021.02.05,06:25,105.542,105.550,105.540,105.549,56
2021.02.05,06:30,105.550,105.576,105.549,105.566,113
2021.02.05,06:35,105.568,105.580,105.564,105.568,98
2021.02.05,06:40,105.569,105.571,105.563,105.565,50
2021.02.05,06:45,105.566,105.571,105.543,105.546,102
2021.02.05,06:50,105.544,105.553,105.544,105.550,59
2021.02.05,06:55,105.551,105.555,105.546,105.552,71
2021.02.05,07:00,105.551,105.553,105.545,105.549,61
2021.02.05,07:05,105.550,105.566,105.550,105.561,76
