Datetime,Volume,Open,High,Low,Close,SMA5,SMA10,BBANDS+σ,BBANDS-σ,Rate
2012-03-19 06:00,22407,84.129,84.616,83.664,84.45,99.7262285375962,99.31095322676138,100.55221770559098,98.06968874793182,381.55689476874556
2012-03-20 06:00,22201,84.446,84.690,83.796,84.418,99.80146414271836,99.48695775782414,100.67885605459193,98.29505946105637,-33.15728394475948
2012-03-21 06:00,25102,84.414,84.968,83.964,84.054,100.21533775905964,100.01665595926428,101.05005051925528,98.98326139927327,-426.46954296680576
2012-03-22 06:00,39107,84.058,84.142,82.340,82.594,101.61464513160763,101.75266968544929,102.98449150072584,100.52084787017277,-1741.6545718432662
2012-03-23 06:00,31337,82.598,82.976,81.867,82.529,101.30863090549988,101.66595984441832,103.32164661606991,100.01027307276674,-83.53713164967992
2012-03-24 06:00,1,82.529,82.529,82.529,82.529,100.84309757782113,101.44531013340765,103.3267590891295,99.56386117768584,0.0
2012-03-25 06:00,270,82.51,82.613,82.501,82.546,100.3687640830567,101.21677610059845,103.2186444059904,99.21490779520649,43.6310750212112
2012-03-26 06:00,24176,82.551,83.668,82.517,83.604,98.99095737046073,99.87285297354195,101.79626871817327,97.94943722891063,1275.5750990296874
2012-03-27 06:00,25170,83.608,84.118,83.336,83.602,99.23446807492641,99.81196622090381,101.67217649528577,97.95175594652187,-7.176346761075766
2012-03-28 06:00,32978,83.598,83.602,82.758,83.036,100.03299773592175,100.36152993882172,102.16989887472575,98.5531610029177,-672.2648867197752
2012-03-29 06:00,32528,83.032,83.116,81.824,82.746,100.43603316172383,100.5073357020279,102.12049799352656,98.89417341052925,-344.44551498217726
2012-03-30 06:00,32549,82.742,83.127,82.034,82.978,100.25934585070742,100.05278507556221,101.30851731417552,98.7970528369489,285.22394914310746
2012-03-31 06:00,1,82.978,82.978,82.978,82.978,100.10846248403192,99.9231121502085,100.86744198842068,98.9787823119963,0.0
2012-04-01 06:00,1289,83.078,83.478,83.045,83.372,99.58019478961761,99.54421148587055,100.49821536507896,98.59020760666213,353.88430149979166
2012-04-02 06:00,31113,83.368,83.570,82.352,82.858,100.15496391416639,100.20142895073498,101.09625186521596,99.30660603625402,-611.7455138662208
2012-04-03 06:00,33040,82.856,83.692,82.354,83.554,99.51408669842256,99.48943198410608,100.35356450333232,98.62529946487984,842.4254127643231
2012-04-04 06:00,33655,83.55,83.632,82.558,82.756,100.42002996761563,100.47416501522548,101.27526139830378,99.67306863214718,-950.3291442250113
2012-04-05 06:00,30075,82.76,83.110,81.892,82.948,100.18035395669578,100.16251145295847,100.88115105040893,99.44387185550802,227.16288061864205
2012-04-06 06:00,20220,82.952,83.148,81.548,81.875,101.12757251908396,101.26424427480913,102.29463494435889,100.23385360525938,-1298.3412093740935
2012-04-08 06:00,328,81.722,81.782,81.656,81.719,101.04186296944407,101.29639373952202,102.6388402842841,99.95394719475993,-3.670982110080656
2012-04-09 06:00,17208,81.726,81.978,81.254,81.686,100.62532135249616,101.20755086550936,102.77311769450175,99.641984036517,-48.944032498827845
2012-04-10 06:00,32108,81.688,82.178,80.306,80.316,101.73415010707707,102.60247024254194,104.94365359261195,100.26128689247196,-1679.5612574674367
2012-04-11 06:00,30478,80.32,81.032,80.226,80.55,100.84320297951585,102.00297951582868,104.65032846610842,99.35563056554894,286.35458167331177
2012-04-12 06:00,28259,80.552,81.362,80.518,81.344,99.72831431943354,100.75801534225019,103.23723610802654,98.27879457647389,983.2158109047414
2012-04-13 06:00,25519,81.348,81.670,80.918,80.94,100.03360513960962,101.02396837163332,103.49939005267295,98.54854669059371,-501.54890101785077
2012-04-14 06:00,1,80.94,80.940,80.940,80.94,99.84927106498643,100.70101309612059,102.74651439418976,98.65551179805142,0.0
2012-04-15 06:00,331,80.94,81.031,80.840,80.899,100.04400548832497,100.52250336839764,102.32554061912957,98.7194661176657,-50.65480602915347
2012-04-16 06:00,28337,80.906,81.082,80.182,80.46,100.56748695003732,100.76174496644299,102.07652450648344,99.44696542640253,-551.2570143129213
2012-04-17 06:00,23158,80.464,81.873,80.326,81.636,99.19030819736395,99.2809544808663,100.49748096093445,98.06442800079816,1456.5519984092227
2012-04-18 06:00,27356,81.638,82.457,81.606,81.978,99.02973968625733,98.89836297543245,100.2060784273481,97.59064752351682,416.4727210367588
2012-04-19 06:00,28448,81.974,82.626,81.754,81.956,99.30426082288061,98.95785543462348,100.35307197518526,97.56263889406169,-21.958181862542613
2012-04-20 06:00,19414,81.952,82.508,81.922,82.15,99.37431527693248,98.94741326841144,100.36977204101072,97.52505449581218,241.60484185865812
2012-04-22 06:00,520,82.156,82.250,82.078,82.161,99.77507576587435,99.13024427648155,100.54544830852696,97.71504024443615,6.085982764491276
2012-04-23 06:00,19191,82.156,82.244,81.220,81.896,100.16142424538445,99.51841359773373,100.97165627270516,98.06517092276228,-316.47110375384034
2012-04-24 06:00,21417,81.902,82.446,81.572,82.378,99.67248537230819,99.11068489159727,100.60474447712315,97.61662530607143,581.1823887084553
2012-04-25 06:00,23572,82.376,82.986,82.196,82.716,99.44895787997491,98.92040234053873,100.47243133674478,97.36837334433267,412.7415752160692
2012-04-26 06:00,20351,82.71,82.790,81.978,82.27,100.01726024067099,99.62331348000488,101.01522314405136,98.2314038159584,-531.979204449278
2012-04-27 06:00,31280,82.274,82.630,81.665,81.862,100.44269624489999,100.29109965551784,100.99962430449108,99.5825750065446,-500.7657340107521
2012-04-28 06:00,1,81.862,81.862,81.862,81.862,100.43438958246811,100.31870709242385,100.95445826232086,99.68295592252683,0.0
2012-04-29 06:00,247,81.868,81.956,81.811,81.824,100.34561986703174,100.34647536175206,101.01278662882815,99.68016409467596,-53.74505301216218
2012-04-30 06:00,13195,81.819,81.949,80.636,80.854,101.08887624607321,101.41403022732334,102.56630687740227,100.2617535772444,-1179.4326501179473
2012-05-01 06:00,15511,80.85,81.554,80.560,81.276,100.31940548255334,100.77993503617306,102.03239515716787,99.52747491517823,526.901669758815
2012-05-02 06:00,21003,81.28,81.742,80.900,81.246,100.20481008295799,100.70452699209808,102.02663358438997,99.38242039980622,-41.83070866142474
2012-05-03 06:00,17916,81.25,81.868,81.058,81.116,100.1814685142266,100.76976182257509,102.18851256744577,99.35101107770441,-164.92307692307733
2012-05-04 06:00,19172,81.12,81.505,80.116,80.176,100.94492117341854,101.676561564558,103.41682651413157,99.9362966149844,-1163.708086785013
2012-05-06 06:00,1215,80.24,80.496,80.043,80.185,100.7667269439422,101.34950427137244,103.03734670246578,99.66166184027912,-68.54436689929288
2012-05-07 06:00,19796,80.181,80.532,79.778,80.464,100.2155000994234,100.77363790017897,102.32433184489321,99.22294395546473,352.9514473503714
2012-05-08 06:00,21639,80.468,80.594,79.570,79.972,100.5134297003952,101.15728004801683,102.77333756304682,99.54122253298682,-616.3940945469121
2012-05-09 06:00,27946,79.97,80.014,79.034,79.434,100.77070272175648,101.53674748848101,103.28073209095045,99.79276288601156,-670.251344254097
2012-05-10 06:00,24509,79.43,80.082,79.370,79.758,100.2565259911232,100.86524235813337,102.41259304000829,99.31789167625845,412.9422132695313
2012-05-11 06:00,22849,79.76,80.345,79.362,79.888,100.01902663729226,100.58018726216704,102.13626620787957,99.02410831645452,160.48144433299913
2012-05-12 06:00,1,79.888,79.888,79.888,79.888,99.87482475465657,100.40644402163028,101.78470205474714,99.02818598851343,0.0
2012-05-13 06:00,317,79.888,80.082,79.888,79.969,99.77291200340137,100.14505620928111,101.22350935975972,99.06660305880251,101.39194872820555
2012-05-14 06:00,19016,79.963,80.172,79.350,79.548,100.32961230954899,100.47795041987231,101.20620315619406,99.74969768355054,-518.9900328902019
2012-05-15 06:00,22745,79.546,80.118,79.500,79.606,100.2183252518655,100.33314071803636,101.06515149297786,99.60112994309485,75.42805420761329
2012-05-16 06:00,27160,79.602,80.094,79.258,79.358,100.39794349655995,100.54247838907231,101.31739342179532,99.76756335634929,-306.5249616843795
2012-05-17 06:00,26286,79.35,79.468,77.730,77.742,101.93280337526696,102.28229271179028,103.89636104729159,100.66822437628898,-2026.465028355375
2012-05-18 06:00,29134,77.746,78.250,77.281,77.312,101.81239652317888,102.50711403145698,104.80351860649118,100.21070945642276,-558.2280760424942
2012-05-19 06:00,1,77.312,77.312,77.312,77.312,101.23396109271529,102.23264176324504,104.96463719269133,99.50064633379878,0.0
2012-05-20 06:00,303,77.42,77.448,77.269,77.404,100.54467469381434,101.80701255749058,104.72469371313136,98.88933140184979,-20.66649444588652
2012-05-21 06:00,21251,77.4,78.028,77.333,77.938,99.49139059252231,100.859272755267,103.66336635517737,98.05517915535663,695.0904392764814
2012-05-22 06:00,22539,77.942,78.668,77.884,78.35,99.12342054881947,100.13261008296108,102.70195241892475,97.56326774699741,523.4661671499337
2012-05-23 06:00,27604,78.346,78.362,77.018,77.53,100.22804075841616,100.87707984006191,103.19796136797,98.55619831215381,-1041.5337094427314
2012-05-24 06:00,26269,77.526,77.710,77.194,77.51,100.30499290414143,100.64017546123078,102.70100794420233,98.57934297825923,-20.63823749450653
2012-05-25 06:00,19794,77.512,77.736,77.228,77.414,100.43196321078878,100.48182499289533,102.05112131278979,98.91252867300086,-126.43203632985728
2012-05-26 06:00,1,77.414,77.414,77.414,77.414,100.29658718061336,100.23070762394397,101.0406526123254,99.42076263556254,0.0
2012-05-27 06:00,563,77.384,77.650,77.303,77.644,99.81762917933135,99.9211787131008,100.72020072363547,99.12215670256613,335.98676729040255
2012-05-28 06:00,12014,77.649,77.669,77.384,77.618,99.87374062717417,99.99407353964287,100.75878295550196,99.22936412378378,-39.923244343141455
2012-05-29 06:00,20039,77.614,77.879,77.291,77.77,99.74540311173979,99.85752861000387,100.58193445899298,99.13312276101475,200.99466591077862
2012-05-30 06:00,25633,77.772,77.826,76.494,76.756,100.89165667830532,101.09229245922143,102.10217239666987,100.08241252177295,-1306.382759862168
2012-05-31 06:00,29436,76.758,76.866,75.462,75.826,101.71023131907269,102.05364914409307,103.73537433525009,100.37192395293606,-1214.205685400873
2012-06-01 06:00,32869,75.83,76.054,74.414,74.938,102.19327977794983,102.80765432757745,105.18660209105617,100.42870656409875,-1176.3154424370248
2012-06-03 06:00,349,75.015,75.201,75.008,75.135,101.26439076329281,102.21933852399015,104.98183040553329,99.45684664244698,159.96800639872632
2012-06-04 06:00,23375,75.139,75.430,74.742,75.38,100.30114088617678,101.60453701247016,104.49149924789212,98.71757477704821,320.73889724377443
2012-06-05 06:00,25165,75.384,76.117,75.035,75.858,99.43236046297035,100.75918162883282,103.58069893498502,97.93766432268059,628.7806431072956
2012-06-06 06:00,25462,75.854,77.134,75.794,77.068,98.19354336430173,99.13232470026469,101.83948978126263,96.42515961926678,1600.4429562053401
2012-06-07 06:00,28678,77.064,78.064,76.988,77.462,98.34576953861254,98.60460612945701,101.24510291137155,95.96410934754246,516.4538565348416
2012-06-08 06:00,28655,77.458,77.646,76.428,77.385,99.02513406991024,98.67261097111843,101.24821498323418,96.09700695900267,-94.24462289239754
2012-06-10 06:00,1128,77.385,77.954,77.385,77.885,99.03267638184509,98.05392565962636,100.65601391164209,95.45183740761063,646.1200491051238
2012-06-11 06:00,24984,77.881,78.098,76.986,77.006,100.46126275874614,99.20564631327429,101.86923159757416,96.54206102897443,-1123.5089431311874
2012-06-12 06:00,27620,77.008,77.562,76.752,77.476,99.9571480200321,98.81679487841394,101.53560854477774,96.09798121205016,607.7290671099153
2012-06-13 06:00,25073,77.48,77.732,77.047,77.15,100.29863901490607,99.52106286454956,101.88616606885992,97.1559596602392,-425.9163655136787
2012-06-14 06:00,22991,77.148,77.610,77.059,77.588,99.78476052997894,99.2754034128989,101.21577325286819,97.3350335729296,570.3323482138198
2012-06-15 06:00,20817,77.59,77.678,76.708,77.055,100.25955486340932,100.17948218804749,101.52264139027551,98.83632298581946,-689.5218455986552
2012-06-17 06:00,752,77.055,77.273,77.003,77.185,100.13707326553092,100.18267798147306,100.87741502270518,99.48794094024096,168.71066121600862
2012-06-18 06:00,27464,77.19,77.790,76.762,77.236,100.00880418457719,100.13827748718214,100.80230141182498,99.47425356253929,59.59321155590941
2012-06-19 06:00,21430,77.24,77.726,77.024,77.57,99.6864767306949,99.72102616991106,100.40016781557377,99.04188452424833,427.239772138786
2012-06-20 06:00,27916,77.574,78.325,77.320,78.116,99.12489118746484,99.11759434686877,100.01210662482485,98.22308206891269,698.6877046433104
2012-06-21 06:00,30071,78.106,78.668,77.803,77.962,99.55337215566561,99.32326004976785,100.2469893942904,98.39953070524528,-184.36483752847573
