Datetime,Volume,Open,High,Low,Close,SMA5,SMA10,BBANDS+σ,BBANDS-σ,Rate,class
2016-05-06 06:00,154287.0,155.384,155.628,153.640,154.53,1.0044625639034495,1.019119264867663,1.0577160788597009,0.9805224508756251,-0.5496061370539985,-1
2016-05-09 06:00,133157.0,154.338,156.443,154.338,156.065,0.9944946016083045,1.0059026687598116,1.041177597090995,0.970627740428628,1.1189726444556778,1
2016-05-10 06:00,136989.0,156.084,157.923,156.069,157.81,0.9871402319244664,0.991932070211013,1.0191572076461992,0.964706932775827,1.1058148176622837,1
2016-05-11 06:00,123021.0,157.838,158.013,156.413,156.656,0.9963614543968955,0.9957671586150544,1.0099319852630524,0.9816023319670563,-0.748869093627636,-1
2016-05-12 06:00,138190.0,156.624,158.499,156.262,157.537,0.99354183461663,0.9899477583043981,1.0032134152729149,0.9766821013358812,0.5829247114107742,-1
2016-05-13 06:00,148862.0,157.512,157.686,155.951,155.975,1.0053444462253571,1.0002506811989098,1.0134145448631586,0.9870868175346611,-0.9757986693077392,-1
2016-05-16 06:00,99231.0,155.917,157.094,155.677,157.018,0.9998802685042483,0.9941694582786684,1.007801869841687,0.9805370467156499,0.7061449360877897,-1
2016-05-17 06:00,137263.0,156.996,158.984,156.962,157.852,0.9946506854521963,0.9907641334921318,1.0048184839407488,0.9767097830435147,0.545236821320285,-1
2016-05-18 06:00,176571.0,157.838,160.892,157.026,160.878,0.9811907159462453,0.9757020848096073,0.9963194416612138,0.9550847279580008,1.9260254184670307,1
2016-05-19 06:00,163904.0,160.844,161.640,160.142,160.66,0.9864098095356655,0.9803193078550977,1.0038628044560565,0.9567758112541389,-0.11439655815572698,-1
2016-05-20 06:00,119865.0,160.628,161.066,159.529,159.708,0.9969644601397551,0.9894050391965338,1.0107898443344099,0.9680202340586576,-0.5727519486017304,-1
2016-05-23 06:00,124651.0,159.788,159.834,158.052,158.215,1.0078854723003507,1.0001004961602882,1.0200607061077687,0.9801402862128076,-0.9844293689138155,-1
2016-05-24 06:00,130686.0,158.182,161.050,158.096,160.971,0.9945046002074909,0.9849413869578992,1.0069101995115115,0.962972574404287,1.7631588929208228,1
2016-05-25 06:00,128776.0,160.915,162.524,160.444,161.949,0.9898214870113432,0.982261699670884,1.0058427181786944,0.9586806811630735,0.6425752726594912,-1
