Datetime,Volume,Open,High,Low,Close,SMA5,SMA10,BBANDS+σ,BBANDS-σ,Rate,class
2012-03-26 06:00,18070.0,90.773,91.810,90.578,91.73,0.9904000872124714,0.9932366728442167,1.0033083313862197,0.9831650143022137,1.0542782545470657,1
2012-03-27 06:00,18906.0,91.734,92.274,91.504,91.884,0.9920312568020548,0.9924513517043227,1.0036925485523869,0.9812101548562588,0.16351625351560564,-1
2012-03-28 06:00,21328.0,91.878,91.972,91.152,91.582,0.9972527352536527,0.996292939660632,1.0078003144488825,0.9847855648723814,-0.3221663510307217,-1
2012-03-29 06:00,21319.0,91.578,91.682,90.266,90.988,1.0044203631248079,1.0022717281399742,1.013837465479024,0.9907059908009245,-0.6442595383170667,-1
2012-03-30 06:00,22033.0,90.994,91.855,90.460,91.824,0.9975779752570136,0.9931532061334726,1.00462918205329,0.9816772302136553,0.9121480537178256,-1
2012-03-31 06:00,1.0,91.824,91.824,91.824,91.824,0.997782714758669,0.9935844659348316,1.005714455971957,0.9814544758977062,0.0,-1
2012-04-01 06:00,943.0,92.035,92.215,91.941,92.143,0.9948905505572861,0.9920666789663891,1.0036905520964148,0.9804428058363633,0.11734666159613635,-1
2012-04-02 06:00,20314.0,92.137,92.300,90.510,90.818,1.0077231385848622,1.006682595961153,1.0181178788139198,0.9952473131083862,-1.4315638668504538,-1
2012-04-03 06:00,21250.0,90.826,91.237,90.306,91.014,1.0056101259146948,1.0048717779682246,1.015440384306778,0.9943031716296712,0.20698918811794245,-1
2012-04-04 06:00,21896.0,91.02,91.088,89.644,90.032,1.0125977430247026,1.0150157721698954,1.0287351214728984,1.0012964228668921,-1.0854757196220608,-1
2012-04-05 06:00,19927.0,90.036,90.082,88.912,89.56,1.0128785171951764,1.0179421616793212,1.036015580119837,0.9998687432388055,-0.5286774179217192,-1
2012-04-06 06:00,11129.0,89.566,89.766,88.720,88.966,1.0124991569813189,1.0214587595261113,1.0439711224609727,0.9989463965912498,-0.6698970591519199,-1
2012-04-08 06:00,250.0,88.818,88.949,88.769,88.916,1.0087903189527196,1.019034819380089,1.0443393300028814,0.993730308757297,0.11033799455065299,-1
2012-04-09 06:00,11364.0,88.908,89.233,88.316,88.85,1.0046685424873383,1.0173854811480023,1.0450892210256986,0.9896817412703061,-0.06523597426554072,-1
2012-04-10 06:00,23614.0,88.844,89.388,87.792,87.836,1.011266451113439,1.024590145270732,1.0551904706419635,0.9939898198995004,-1.1345729593444642,-1
2012-04-11 06:00,20006.0,87.84,88.788,87.778,88.144,1.00451987656562,1.016834951896896,1.0462396206950284,0.9874302830987637,0.34608378870674184,-1
2012-04-12 06:00,21677.0,88.148,88.916,88.084,88.776,0.9969406145805175,1.005803370280256,1.0284000162215146,0.9832067243389975,0.7124381721649954,-1
2012-04-13 06:00,16089.0,88.77,89.120,87.916,87.989,1.0037504688086014,1.011584402595779,1.032693780159903,0.9904750250316551,-0.879801734820313,-1
2012-04-14 06:00,1.0,87.989,87.989,87.989,87.989,1.0017934059939313,1.0081464728545615,1.0237722476848266,0.9925206980242964,0.0,-1
2012-04-15 06:00,539.0,88.002,88.061,87.851,87.851,1.0034012134181742,1.0072474986055937,1.020170084596582,0.9943249126146052,-0.17158700938614607,-1
2012-04-16 06:00,19184.0,87.857,88.028,87.034,87.922,1.0020859398102868,1.004571097108801,1.0150545183700936,0.9940876758475086,0.07398386013635536,-1
2012-04-17 06:00,15650.0,87.928,88.468,87.590,88.328,0.9964654469703835,0.9992312743410922,1.008487074364883,0.9899754743173013,0.4549176599035639,-1
2012-04-18 06:00,17500.0,88.332,88.963,88.280,88.718,0.9937284429315363,0.994615523343628,1.0031894109694726,0.9860416357177835,0.4369877281166621,-1
2012-04-19 06:00,25674.0,88.724,89.326,88.620,89.166,0.991375636453357,0.9899726353094228,0.9998053589693251,0.9801399116495205,0.49817411297956926,-1
2012-04-20 06:00,17723.0,89.156,89.894,89.118,89.681,0.9897637180673725,0.9863449337094813,0.9993043583670301,0.9733855090519324,0.5888554892547798,-1
2012-04-22 06:00,346.0,89.76,89.760,89.397,89.433,0.9958874241051964,0.9905213959053144,1.0047827774589793,0.9762600143516497,-0.36430481283422256,-1
2012-04-23 06:00,15911.0,89.439,89.712,88.462,88.88,1.0033258325832588,0.996801305130513,1.0112383113440135,0.9823642989170125,-0.6250069880029937,-1
2012-04-24 06:00,15397.0,88.874,89.392,88.490,89.316,0.9997671189932377,0.9934211115589591,1.007743343889184,0.9790988792287342,0.4973333033283157,-1
2012-04-25 06:00,20518.0,89.312,89.600,89.150,89.466,0.9987615406970249,0.9934064337290142,1.007313419388839,0.9794994480691896,0.1724292368326724,-1
2012-04-26 06:00,17224.0,89.462,89.590,88.634,89.114,1.0014341180959225,0.9987476715218707,1.0104447335698752,0.9870506094738664,-0.3889919742460475,-1
2012-04-27 06:00,21126.0,89.108,89.444,88.360,88.565,1.0056817027042289,1.00566476599108,1.0149731005382183,0.9963564314439416,-0.609372895811831,-1
2012-04-28 06:00,1.0,88.565,88.565,88.565,88.565,1.0049703607519904,1.0059323660588269,1.0143802727168105,0.9974844594008433,0.0,-1
2012-04-29 06:00,300.0,88.543,88.584,88.409,88.442,1.0043915786617221,1.00701928947785,1.0162704437828247,0.9977681351728754,-0.11406887049231819,-1
2012-04-30 06:00,13144.0,88.448,88.607,87.796,87.96,1.0064711232378358,1.0111664392905868,1.0230546723353242,0.9992782062458493,-0.5517366136034728,-1
2012-05-01 06:00,9011.0,87.964,88.382,87.850,88.226,1.0014236166209511,1.006468614694081,1.0177783559156697,0.9951588734724927,0.29784912009458464,-1
2012-05-02 06:00,13949.0,88.232,88.670,87.492,87.77,1.004814857012647,1.00980289392731,1.0219927963352062,0.9976129915194138,-0.5236195484631463,-1
2012-05-03 06:00,11423.0,87.766,88.336,87.650,87.778,1.0029301191642557,1.008455421631844,1.0217500886329436,0.9951607546307443,0.0136727206435299,-1
2012-05-04 06:00,12692.0,87.782,87.864,86.922,86.976,1.0088070272259018,1.0150639256806475,1.0306738509450404,0.9994540004162545,-0.9181836823038861,-1
