Datetime,January,February,March,April,May,June,July,August,September,October,November,December,day,Sunday,Monday,Thuesday,Wednesday,Thursday,Friday,Saturday,Volume,Open,High,Low,Close
2012-05-31 18:20:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,59,78.378,78.390,78.356,78.356
2012-05-31 18:30:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,33,78.354,78.364,78.352,78.358
2012-05-31 18:40:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,9,78.356,78.366,78.354,78.366
2012-05-31 18:50:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,36,78.364,78.364,78.342,78.360
2012-05-31 19:00:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,28,78.364,78.370,78.356,78.368
2012-05-31 19:10:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,26,78.372,78.396,78.372,78.394
2012-05-31 19:20:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,83,78.390,78.402,78.382,78.390
2012-05-31 19:30:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,156,78.388,78.462,78.388,78.458
2012-05-31 19:40:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,190,78.460,78.520,78.460,78.518
2012-05-31 19:50:00,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,141,78.520,78.552,78.502,78.550
2012-05-31 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,78.552,78.552,78.486,78.494
2012-05-31 20:10:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,78.492,78.554,78.486,78.554
2012-05-31 20:20:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135,78.552,78.561,78.535,78.556
2012-05-31 20:30:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,290,78.554,78.650,78.554,78.621
2012-05-31 20:40:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,138,78.619,78.629,78.558,78.578
2012-05-31 20:50:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,334,78.580,78.650,78.528,78.528
2012-05-31 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,210,78.531,78.614,78.522,78.544
2012-05-31 21:10:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,78.546,78.560,78.524,78.542
2012-05-31 21:20:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,78.540,78.610,78.538,78.576
2012-05-31 21:30:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,78.580,78.590,78.542,78.574
2012-05-31 21:40:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,78.570,78.580,78.558,78.564
2012-05-31 21:50:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,78.566,78.584,78.562,78.562
2012-07-31 10:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,122,78.143,78.150,78.090,78.097
2012-07-31 11:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,117,78.095,78.117,78.088,78.114
2012-07-31 11:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,140,78.112,78.114,78.052,78.081
2012-07-31 11:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,91,78.078,78.097,78.042,78.097
2012-07-31 11:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,43,78.095,78.097,78.081,78.090
2012-07-31 11:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,33,78.088,78.107,78.085,78.102
2012-07-31 11:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,29,78.100,78.107,78.093,78.105
2012-07-31 12:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,43,78.102,78.145,78.100,78.145
2012-07-31 12:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,54,78.143,78.150,78.136,78.150
2012-07-31 12:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,40,78.148,78.165,78.136,78.136
2012-07-31 12:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,15,78.138,78.138,78.129,78.133
2012-07-31 12:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,80,78.136,78.153,78.121,78.153
2012-07-31 12:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,43,78.155,78.162,78.133,78.136
2012-07-31 13:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,68,78.138,78.184,78.136,78.165
2012-07-31 13:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,37,78.162,78.162,78.148,78.153
2012-07-31 13:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,22,78.155,78.177,78.153,78.157
2012-07-31 13:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,15,78.155,78.160,78.148,78.160
2012-07-31 13:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,10,78.162,78.162,78.148,78.150
2012-07-31 13:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,18,78.153,78.167,78.153,78.165
2012-07-31 14:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,24,78.167,78.174,78.160,78.169
2012-07-31 14:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,9,78.172,78.186,78.172,78.186
2012-07-31 14:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,38,78.184,78.191,78.160,78.162
2012-07-31 14:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,94,78.160,78.160,78.121,78.124
2012-07-31 14:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,48,78.121,78.141,78.119,78.129
2012-07-31 14:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,41,78.131,78.145,78.117,78.117
2012-07-31 15:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,35,78.114,78.136,78.109,78.133
2012-07-31 15:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,21,78.136,78.138,78.124,78.136
2012-07-31 15:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,11,78.138,78.138,78.124,78.124
2012-07-31 15:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,29,78.121,78.133,78.109,78.121
2012-07-31 15:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,26,78.124,78.129,78.112,78.117
2012-07-31 15:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,55,78.119,78.133,78.117,78.129
2012-07-31 16:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,38,78.129,78.138,78.124,78.126
2012-07-31 16:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,20,78.129,78.144,78.124,78.139
2012-07-31 16:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,32,78.136,78.138,78.121,78.127
2012-07-31 16:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,43,78.124,78.135,78.109,78.130
2012-07-31 16:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,9,78.132,78.132,78.130,78.132
2012-07-31 16:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,13,78.130,78.135,78.118,78.123
2012-07-31 17:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,41,78.126,78.136,78.114,78.126
2012-07-31 17:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,49,78.128,78.134,78.112,78.121
2012-07-31 17:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,25,78.124,78.129,78.112,78.126
2012-07-31 17:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,51,78.124,78.131,78.109,78.114
2012-07-31 17:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,17,78.112,78.121,78.112,78.112
2012-07-31 17:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,15,78.114,78.121,78.114,78.121
2012-07-31 18:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,9,78.120,78.122,78.118,78.120
2012-07-31 18:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,6,78.122,78.132,78.122,78.132
2012-07-31 18:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,58,78.134,78.138,78.100,78.120
2012-07-31 18:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,75,78.116,78.122,78.092,78.106
2012-07-31 18:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,37,78.110,78.110,78.088,78.104
2012-07-31 18:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,21,78.106,78.114,78.100,78.106
2012-07-31 19:00:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,16,78.108,78.124,78.108,78.124
2012-07-31 19:10:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,24,78.122,78.134,78.118,78.120
2012-07-31 19:20:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,50,78.122,78.124,78.102,78.124
2012-07-31 19:30:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,15,78.122,78.124,78.116,78.118
2012-07-31 19:40:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,35,78.116,78.132,78.106,78.132
2012-07-31 19:50:00,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,61,78.130,78.139,78.118,78.130
2012-07-31 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,63,78.132,78.142,78.106,78.132
2012-07-31 20:10:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,35,78.130,78.130,78.106,78.115
2012-07-31 20:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,48,78.113,78.127,78.096,78.125
2012-07-31 20:30:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,57,78.127,78.127,78.099,78.108
2012-07-31 20:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,125,78.111,78.174,78.111,78.141
2012-07-31 20:50:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,168,78.138,78.138,78.054,78.076
2012-07-31 21:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,566,78.073,78.074,77.912,77.986
2012-07-31 21:10:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,176,77.984,78.004,77.926,77.950
2012-07-31 21:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,84,77.948,78.001,77.946,78.001
2012-07-31 21:30:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,175,77.999,78.042,77.964,77.974
2012-07-31 21:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101,77.976,78.000,77.972,78.000
2012-07-31 21:50:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69,77.998,78.002,77.968,77.978
2012-08-31 10:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,260,78.282,78.306,78.254,78.304
2012-08-31 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,210,78.306,78.333,78.294,78.328
2012-08-31 11:10:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,100,78.326,78.331,78.287,78.304
2012-08-31 11:20:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,55,78.302,78.316,78.294,78.306
2012-08-31 11:30:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,47,78.304,78.328,78.304,78.323
2012-08-31 11:40:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,50,78.321,78.328,78.309,78.319
2012-08-31 11:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,68,78.316,78.328,78.304,78.304
2012-08-31 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,61,78.306,78.316,78.297,78.302
2012-08-31 12:10:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,37,78.299,78.321,78.294,78.309
2012-08-31 12:20:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,70,78.311,78.350,78.311,78.328
2012-08-31 12:30:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,37,78.326,78.335,78.309,78.316
2012-08-31 12:40:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,29,78.319,78.334,78.319,78.327
2012-08-31 12:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,47,78.325,78.329,78.312,78.320
2012-08-31 13:00:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,26,78.322,78.325,78.315,78.320
2012-08-31 13:10:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,9,78.322,78.322,78.317,78.317
2012-08-31 13:20:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,13,78.320,78.322,78.306,78.309
2012-08-31 13:30:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,11,78.311,78.311,78.304,78.306
2012-08-31 13:40:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,8,78.309,78.311,78.306,78.311
2012-08-31 13:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,14,78.309,78.311,78.299,78.306
2012-08-31 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,28,78.304,78.314,78.299,78.311
2012-08-31 14:10:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,30,78.309,78.314,78.290,78.292
2012-08-31 14:20:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,34,78.290,78.297,78.280,78.282
2012-08-31 14:30:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,35,78.285,78.285,78.263,78.275
2012-08-31 14:40:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,28,78.278,78.287,78.275,78.285
2012-08-31 14:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,71,78.287,78.340,78.285,78.335
2012-08-31 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,70,78.333,78.364,78.323,78.355
2012-08-31 15:10:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,25,78.352,78.369,78.345,78.352
2012-08-31 15:20:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,22,78.350,78.352,78.338,78.343
2012-08-31 15:30:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,49,78.340,78.343,78.323,78.326
2012-08-31 15:40:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,114,78.323,78.323,78.297,78.297
2012-08-31 15:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,45,78.294,78.306,78.287,78.290
2012-08-31 16:00:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,29,78.287,78.296,78.263,78.272
2012-08-31 16:10:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,11,78.275,78.282,78.273,78.276
2012-08-31 16:20:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,31,78.273,78.273,78.246,78.256
2012-08-31 16:30:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,56,78.253,78.299,78.247,78.299
2012-08-31 16:40:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,113,78.296,78.358,78.285,78.324
2012-08-31 16:50:00,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,133,78.328,78.387,78.324,78.387
2012-09-30 14:00:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,1,77.919,77.919,77.919,77.919
2012-09-30 14:50:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,11,77.980,77.980,77.890,77.940
2012-09-30 15:00:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,42,78.072,78.096,78.042,78.062
2012-09-30 15:10:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,38,78.058,78.058,77.955,78.026
2012-09-30 15:20:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,4,78.026,78.026,78.017,78.017
2012-09-30 15:30:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,42,78.024,78.077,78.024,78.050
2012-09-30 15:40:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,25,78.056,78.067,77.993,78.002
2012-09-30 15:50:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,16,78.008,78.013,77.966,77.970
2012-09-30 16:00:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,11,77.975,78.004,77.975,77.998
2012-09-30 16:10:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,3,78.002,78.009,78.002,78.004
2012-09-30 16:20:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,9,77.998,78.001,77.976,77.986
2012-09-30 16:30:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,2,77.986,77.990,77.986,77.990
2012-09-30 16:40:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,6,77.986,77.986,77.968,77.972
2012-09-30 16:50:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,13,77.972,78.016,77.972,77.976
2012-09-30 17:00:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,20,77.972,77.994,77.972,77.982
2012-09-30 17:10:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,7,77.980,77.980,77.970,77.974
2012-09-30 17:20:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,16,77.970,77.970,77.948,77.970
2012-09-30 17:30:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,3,77.972,77.976,77.972,77.972
2012-09-30 17:40:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,4,77.970,77.972,77.970,77.972
2012-09-30 17:50:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,10,77.976,77.976,77.970,77.972
2012-09-30 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,47,77.972,77.995,77.951,77.990
2012-09-30 18:10:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,51,77.992,77.992,77.937,77.940
2012-09-30 18:20:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,32,77.942,77.986,77.940,77.975
2012-09-30 18:30:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,24,77.977,78.001,77.975,77.975
2012-09-30 18:40:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,10,77.977,77.983,77.972,77.972
2012-09-30 18:50:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,19,77.970,77.992,77.966,77.968
2012-09-30 19:00:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,58,77.966,77.968,77.942,77.952
2012-09-30 19:10:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,100,77.950,77.992,77.940,77.978
2012-09-30 19:20:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,48,77.976,77.982,77.954,77.960
2012-09-30 19:30:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,11,77.962,77.976,77.962,77.974
2012-09-30 19:40:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,26,77.972,77.976,77.960,77.974
2012-09-30 19:50:00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,53,77.974,77.982,77.958,77.962
2012-09-30 20:00:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,75,77.966,77.990,77.966,77.978
2012-09-30 20:10:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,142,77.980,78.032,77.980,78.008
2012-09-30 20:20:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,67,78.004,78.004,77.972,77.976
2012-09-30 20:30:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,88,77.974,77.988,77.948,77.956
2012-09-30 20:40:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,115,77.954,77.960,77.928,77.940
2012-09-30 20:50:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,108,77.942,77.956,77.916,77.936
2012-09-30 21:00:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,65,77.932,77.940,77.920,77.922
2012-09-30 21:10:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,19,77.920,77.938,77.918,77.936
2012-09-30 21:20:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,68,77.938,77.948,77.928,77.940
2012-09-30 21:30:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,51,77.938,77.938,77.908,77.938
2012-09-30 21:40:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,54,77.936,77.942,77.916,77.922
2012-09-30 21:50:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36,77.920,77.936,77.918,77.928
2012-10-31 10:50:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,69,79.834,79.834,79.802,79.814
2012-10-31 11:00:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,94,79.811,79.811,79.785,79.799
2012-10-31 11:10:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,104,79.802,79.843,79.794,79.843
2012-10-31 11:20:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,164,79.845,79.934,79.845,79.934
2012-10-31 11:30:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,98,79.931,79.956,79.924,79.948
2012-10-31 11:40:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,86,79.946,79.953,79.929,79.934
2012-10-31 11:50:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,211,79.936,79.963,79.905,79.936
2012-10-31 12:00:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,235,79.934,79.936,79.864,79.893
2012-10-31 12:10:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,75,79.895,79.895,79.855,79.876
2012-10-31 12:20:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,85,79.874,79.886,79.850,79.855
2012-10-31 12:30:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,106,79.857,79.875,79.834,79.873
2012-10-31 12:40:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,17,79.875,79.875,79.861,79.861
2012-10-31 12:50:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,54,79.863,79.897,79.858,79.885
2012-10-31 13:00:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,22,79.882,79.889,79.870,79.870
2012-10-31 13:10:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,18,79.873,79.889,79.873,79.885
2012-10-31 13:20:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,22,79.887,79.889,79.880,79.885
2012-10-31 13:30:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,32,79.887,79.889,79.856,79.856
2012-10-31 13:40:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,8,79.858,79.858,79.844,79.846
2012-10-31 13:50:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,21,79.849,79.865,79.849,79.852
2012-10-31 14:00:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,29,79.855,79.879,79.855,79.864
2012-10-31 14:10:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,53,79.867,79.899,79.861,79.873
2012-10-31 14:20:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,17,79.870,79.870,79.853,79.856
2012-10-31 14:30:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,105,79.858,79.858,79.773,79.775
2012-10-31 14:40:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,69,79.773,79.775,79.730,79.734
2012-10-31 14:50:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,110,79.732,79.797,79.718,79.782
2012-10-31 15:00:00,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,56,79.780,79.802,79.754,79.792
