Datetime,January,February,March,April,May,June,July,August,September,October,November,December,day,Sunday,Monday,Thuesday,Wednesday,Thursday,Friday,Saturday,Volume,Open,High,Low,Close
2009-12-31 16:50:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,69,93.085,93.099,93.058,93.084
2009-12-31 17:00:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,273,93.087,93.105,92.954,92.960
2009-12-31 17:10:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,52,92.963,92.963,92.895,92.929
2009-12-31 17:20:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,107,92.933,92.956,92.892,92.914
2009-12-31 17:30:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,202,92.917,93.108,92.917,93.069
2009-12-31 17:40:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,81,93.067,93.067,92.957,92.978
2009-12-31 17:50:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,111,92.980,93.069,92.976,93.026
2009-12-31 18:00:00,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,3,93.069,93.069,93.047,93.047
2010-01-31 14:00:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,123,90.158,90.220,89.848,89.993
2010-01-31 14:10:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,182,89.948,89.992,89.898,89.975
2010-01-31 14:20:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,78,89.968,89.979,89.927,89.929
2010-01-31 14:30:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,167,89.922,89.922,89.834,89.845
2010-01-31 14:40:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,39,89.848,89.928,89.829,89.919
2010-01-31 14:50:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,32,89.928,89.979,89.919,89.919
2010-01-31 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,14,89.922,89.934,89.918,89.934
2010-01-31 15:10:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,28,89.930,89.930,89.869,89.900
2010-01-31 15:20:00,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,115,89.903,89.917,89.846,89.875
