Datetime,Volume,Open,High,Low,Close,SMA2,SMA3,SMA4,SMA5,SMA6,SMA7,SMA8,SMA9,SMA10,BBANDS+σ,BBANDS-σ,Rate
2021-01-11 19:09,47.0,0.88898,0.88914,0.88891,0.88914,-0.11247455275118615,-0.14246990347425337,-0.20808787007151786,-0.19121426741665948,-0.14434464276796427,-0.1783583803039183,-0.15043756974694913,-0.1424699034740313,-0.06298419098905551,1000.5094534517514,999.3645821331957,0.1799815518909863
2021-01-11 19:24,54.0,0.8891,0.88915,0.88885,0.88898,0.08998672701854556,0.04499437571031933,0.028121722063821096,-0.02249794706334721,-0.00937408309737183,0.030532118585998393,0.0014061048856139479,0.026246965196235136,0.033745971577725235,1000.3512750145877,999.716218067371,-0.13496794511304577
2021-01-11 19:39,36.0,0.88895,0.88908,0.88881,0.88899,-0.0056243760458794725,0.05249265104071474,0.025309300747923567,0.013498373446224418,-0.02812219657023897,-0.01767671695184442,0.01687293833827178,-0.008749043073400185,0.013498373446002377,1000.3279479909044,999.6990489381947,0.0449969064626008
2021-01-11 19:54,57.0,0.88896,0.88952,0.88896,0.88952,-0.2979578664649636,-0.4010457227133542,-0.4076062186861746,-0.45653013160835215,-0.4853982375456212,-0.5349419201537603,-0.5369504996000771,-0.514767079268959,-0.5442617628545986,999.9169132508633,998.9948593905607,0.6299496040316831
2021-01-11 20:09,60.0,0.88948,0.88956,0.88919,0.88931,0.11806209517696362,-0.041231317065682074,-0.12369905161073205,-0.13719441932613458,-0.18367985777072168,-0.2136716100411933,-0.26147282448240405,-0.267409082506154,-0.25078764884234905,1000.206729274266,999.2917583172369,-0.19112290326932982
2021-01-11 20:24,59.0,0.88928,0.88979,0.88928,0.88975,-0.24729104033236024,-0.2510383446156262,-0.4018790004863112,-0.4946432486496224,-0.5265036625564036,-0.581391630204026,-0.6197480592332573,-0.6720749379150808,-0.68582096016036,999.9532071719461,998.6756211506156,0.5285174523210704
2021-01-11 20:39,44.0,0.88971,0.88989,0.88956,0.88982,-0.03933457144104212,-0.21729601422303912,-0.24727158413485542,-0.3844212764940338,-0.4777387871427516,-0.5186984479061615,-0.5775307000046727,-0.6207925734243016,-0.6756456973266508,1000.1017252635121,998.5474397361501,0.1236357914377207
2021-01-11 20:54,70.0,0.88978,0.89013,0.88964,0.89003,-0.11798051088026627,-0.1835312542026225,-0.3399339549490543,-0.38657853756869104,-0.5169701171550205,-0.6117234333913659,-0.660308064716844,-0.7230834389891732,-0.7710577247813564,1000.1007726276612,998.3577063000149,0.280968329249896
2021-01-11 21:09,33.0,0.89,0.8902,0.8899,0.8901,-0.039322197666683385,-0.1310800058059082,-0.196626452508882,-0.3348498993587895,-0.38767203431793146,-0.5105063273985284,-0.6040471340413959,-0.6568210348931642,-0.7215275117219256,1000.2315936399186,998.3258718134007,0.11235955056178537
2021-01-11 21:24,12.0,0.89013,0.89013,0.88993,0.89011,-0.0056172990342034605,-0.03370426752558523,-0.10673407776410763,-0.1662854090629703,-0.288395455837304,-0.3419102542973852,-0.45650844876875885,-0.5468984253785351,-0.6012300110593669,1000.3570557082826,998.440845674692,-0.022468628177929068
2021-01-11 21:39,16.0,0.89008,0.89026,0.89004,0.89014,-0.016851423805384454,-0.026213448624459734,-0.05055512335108934,-0.11234818962700618,-0.16665433962435153,-0.27607815113080814,-0.3286539963147868,-0.4357317584423332,-0.5225262295016279,1000.443554457356,998.5116660697516,0.06740967104087274
2021-01-11 21:54,34.0,0.8901,0.89046,0.89007,0.89036,-0.12355316452222496,-0.17597427076977207,-0.2049942791307615,-0.23813428639661885,-0.2995491807259593,-0.3546546046384799,-0.4577848070114496,-0.5117841531024067,-0.6145470324687881,1000.2964282588302,998.4748552669341,0.2921020110100415
2021-01-11 22:09,5.0,0.89048,0.89072,0.89048,0.89052,-0.08983918791427212,-0.20214952395275515,-0.26673367923477365,-0.30773274215951724,-0.34817182069302294,-0.41075933289995253,-0.4675328042570089,-0.5666210442886561,-0.6223020207725171,1000.1663325889174,998.5894505490244,0.044919593926791145
2021-01-11 22:39,2.0,0.89044,0.89044,0.89038,0.89038,0.07861502786443901,0.04492362983643997,-0.03369404682626635,-0.08760688326121974,-0.12542248205035944,-0.1636674345568901,-0.22184000933389067,-0.2758254030218041,-0.3684499084610393,1000.3870201203247,998.876215801417,-0.0673824176812138
2021-01-11 22:54,36.0,0.89044,0.89048,0.89032,0.89037,0.005615627167222611,0.059898397361151504,0.0421164351029209,-0.017970218855207477,-0.06364597862507725,-0.09787742384784222,-0.13338041447728793,-0.18720561971085767,-0.2381316115238866,1000.2977879843438,999.2260054947719,-0.07861282062802041
2021-01-11 23:09,37.0,0.89032,0.89038,0.89,0.89002,0.19660546682686417,0.2658762792230983,0.33982225657259457,0.34824613489825806,0.31267816590979697,0.28245776962705965,0.2583877740787799,0.23092944209552804,0.18537190994577718,1000.6428629707749,999.7279152139853,-0.33695749842749456
