,Nearest Neighbors,Linear SVM,RBF SVM,Decision Tree,Random Forest,AdaBoost,Naive Bayes,Linear Discriminant Analysis,Quadratic Discriminant Analysis
USD_JPY,,,,,,,,,
EUR_JPY,,,,,,,,,
AUD_JPY,,,,,,,,,
GBP_JPY,,,,,,,,,
NZD_JPY,,,,,,,,,
CAD_JPY,-11.25,0.4499999999999993,0.4499999999999993,0.4499999999999993,4.35,-7.3500000000000005,6.299999999999999,6.299999999999999,0.4499999999999993
CHF_JPY,0.4499999999999993,2.3999999999999986,2.3999999999999986,2.3999999999999986,4.35,0.4499999999999993,0.4499999999999993,-3.450000000000001,-5.4
ZAR_JPY,-3.450000000000001,8.25,-11.25,-1.5,-5.4,8.25,8.25,8.25,-11.25
Average,-4.750000000000001,3.6999999999999993,-2.8000000000000007,0.4499999999999993,1.0999999999999996,0.44999999999999957,4.999999999999999,3.6999999999999993,-5.400000000000001
