Datetime,Volume_x,Open_x,High_x,Low_x,Close_x,Rate_x,Volume_y,Open_y,High_y,Low_y,Close_y,Rate_y,Volume_x,Open_x,High_x,Low_x,Close_x,Rate_x,Volume_y,Open_y,High_y,Low_y,Close_y,Rate_y,Volume_x,Open_x,High_x,Low_x,Close_x,Rate_x,Volume_y,Open_y,High_y,Low_y,Close_y,Rate_y,Volume,Open,High,Low,Close,Rate
2019-01-28 07:00,15940,109.549,109.577,109.162,109.346,-185.30520588960462,17593,124.906,125.038,124.602,124.9,-4.803612316462162,17875,78.624,78.824,78.198,78.355,-342.134717134706,46008,144.456,144.733,143.606,143.892,-390.43030403721065,80092,74.834,75.180,74.585,74.688,-195.09848464601757,76396,82.862,82.928,82.219,82.468,-475.48936786463184,126312,110.295,110.415,110.089,110.218,-69.81277483113303
2019-01-29 07:00,14624,109.354,109.543,109.131,109.386,29.26276130731064,19615,124.944,125.236,124.688,125.01,52.82366500192286,20337,78.377,78.484,77.966,78.279,-125.03668167957305,72200,143.84,144.488,142.740,142.94,-625.6952169076792,89895,74.721,75.013,74.454,74.758,49.51753857682837,83570,82.466,82.651,82.202,82.442,-29.102903014576807,130237,110.233,110.438,109.822,110.006,-205.92744459463486
2019-01-30 07:00,20694,109.343,109.744,108.810,109.04,-277.1096457935097,23333,124.967,125.466,124.886,125.157,152.0401385965877,28888,78.254,79.288,78.189,79.032,994.1983796355349,58061,142.871,143.602,142.738,143.007,95.1907664956469,111780,74.729,75.294,74.549,75.196,624.924728017234,102635,82.381,83.190,82.278,82.931,667.6296718903596,148613,109.914,110.024,109.496,109.668,-223.81134341393738
2019-01-31 07:00,18221,109.042,109.066,108.498,108.868,-159.57154124099574,21962,125.157,125.296,124.498,124.617,-431.458088640661,24550,79.032,79.396,78.874,79.2,212.57212268449027,51771,142.984,143.216,142.248,142.718,-186.03480109663985,100199,75.162,75.540,74.918,75.322,212.87352651605406,96874,82.928,82.986,82.479,82.951,27.734902566076762,145707,109.673,109.787,109.124,109.494,-163.2124588549616
2019-02-01 07:00,16457,108.89,109.582,108.726,109.502,562.035081274676,19128,124.658,125.738,124.368,125.439,626.5141426944052,23671,79.225,79.606,78.737,79.378,193.12085831493317,48571,142.71,143.500,142.082,143.23,364.37530656575,93249,75.333,75.728,75.055,75.496,216.37263881698152,87196,82.974,83.821,82.730,83.578,727.9388724178649,134161,109.555,110.248,109.320,109.987,394.3224864223339
2019-02-04 07:00,12169,109.522,110.163,109.434,109.9,345.13613703182926,14932,125.422,125.946,125.360,125.656,186.570139210034,17197,79.376,79.534,79.170,79.409,41.574279379159,38610,143.166,144.178,143.075,143.268,71.24596622103284,79585,75.526,75.763,75.466,75.656,172.12615523132388,71143,83.629,83.980,83.539,83.828,237.95573305910398,114131,110.084,110.340,109.926,110.136,47.236655644773535
2019-02-05 07:00,11487,109.89,110.042,109.780,109.964,67.34006734006557,14348,125.689,125.871,125.282,125.412,-220.38523657598267,18919,79.404,79.845,79.096,79.551,185.12921263413122,37317,143.283,143.588,142.041,142.4,-616.2629202347672,79981,75.658,75.889,75.534,75.8,187.6866953924184,68918,83.804,83.975,83.536,83.774,-35.79781394682967,112855,110.127,110.253,109.730,109.976,-137.11442243954366
2019-02-06 07:00,14372,109.971,110.054,109.560,109.979,7.2746451337130384,16195,125.421,125.452,124.814,124.94,-383.50834389775935,23492,79.56,79.658,78.060,78.139,-1786.0734037204709,40891,142.392,142.521,141.758,142.21,-127.81616944771332,82727,75.836,75.923,74.404,74.525,-1728.7304182709966,72914,83.768,83.788,83.064,83.239,-631.5060643682508,113010,109.982,110.048,109.514,109.72,-238.22079976723504
2019-02-07 07:00,17436,109.99,110.089,109.607,109.818,-156.3778525320457,18131,124.965,125.070,124.350,124.551,-331.2927619733537,21818,78.153,78.248,77.753,77.992,-206.0061673896093,52377,142.26,142.632,141.133,142.231,-20.38521017854377,87629,74.532,74.546,74.092,74.115,-559.4912252455343,77522,83.24,83.285,82.396,82.519,-866.1701105237739,122324,109.741,109.814,109.471,109.563,-162.20008930117027
2019-02-08 07:00,14161,109.818,109.898,109.650,109.754,-58.27824218251376,15376,124.591,124.697,124.176,124.278,-251.22199837868564,20817,77.985,78.032,77.442,77.799,-238.5074052702351,37786,142.24,142.522,141.856,142.048,-134.98312710911648,75703,74.118,74.280,73.831,74.021,-130.87239267113821,71112,82.558,83.014,82.270,82.656,118.70442597931026,95613,109.599,109.838,109.418,109.716,106.75279883939653
2019-02-11 07:00,12442,109.779,110.468,109.776,110.38,547.4635403856832,13900,124.293,124.880,124.271,124.57,222.86049898223294,17946,77.82,78.156,77.788,77.946,161.9121048573693,43512,141.982,142.562,141.866,141.954,-19.72080968009437,83260,74.016,74.476,74.008,74.305,390.4561175961974,76112,82.722,83.197,82.618,82.982,314.30574695970256,116612,109.706,110.135,108.726,109.946,218.76652142999913
2019-02-12 07:00,12728,110.366,110.652,110.348,110.482,105.10483301016586,15656,124.614,125.272,124.456,125.136,418.8935432615848,18665,77.968,78.477,77.908,78.392,543.8128462959064,41697,141.907,142.639,141.876,142.444,378.4168504724768,83204,74.353,74.497,74.194,74.43,103.56004465188009,76619,82.998,83.492,82.899,83.48,580.7368852261492,124696,109.952,110.183,109.416,109.772,-163.7077997671644
2019-02-13 07:00,11518,110.474,111.056,110.430,111.004,479.7508916125072,14238,125.151,125.540,125.002,125.041,-87.89382426029312,19561,78.374,78.948,78.350,78.694,408.2986704774637,44601,142.448,143.339,142.400,142.597,104.59957317758123,104057,74.422,75.808,74.362,75.43,1354.438203756967,78034,83.448,83.862,83.422,83.749,360.70367174767756,125608,109.728,110.158,109.704,109.994,242.41761446486342
2019-02-14 07:00,19517,110.988,111.131,110.458,110.486,-452.30114967383446,20342,124.971,125.456,124.741,124.839,-105.62450488513736,25724,78.68,79.239,78.243,78.498,-231.31672597865042,54927,142.59,143.038,141.299,141.456,-795.2871870397745,104418,75.428,76.014,75.416,75.549,160.4178819536635,94553,83.746,83.975,82.923,83.102,-768.9919518544065,141789,109.968,110.228,109.818,109.929,-35.464862505457475
2019-02-15 07:00,16099,110.449,110.645,110.255,110.456,6.337766752080148,17859,124.814,124.864,124.234,124.755,-47.27033826333384,20076,78.475,78.938,78.098,78.868,500.79643198470944,48266,141.416,142.406,141.013,142.372,676.0196865984169,86570,75.514,75.914,75.122,75.818,402.5743570728634,89671,83.087,83.418,82.823,83.394,369.4922189993647,132822,109.911,110.012,109.530,109.869,-38.21273575893367
2019-02-18 07:00,8400,110.466,110.648,110.460,110.614,133.97787554542606,8973,124.751,125.272,124.714,125.116,292.58282498737077,13072,78.822,79.194,78.776,78.87,60.89670396590015,41066,142.614,143.026,142.526,142.97,249.62486151429349,74223,75.744,76.211,75.631,75.74,-5.280946345591583,71480,83.344,83.624,83.338,83.543,238.7694375120132,94730,109.905,110.318,109.897,110.122,197.4432464401062
2019-02-19 07:00,12551,110.606,110.824,110.454,110.606,0.0,16496,125.116,125.540,124.771,125.416,239.77748649253266,19213,78.874,79.353,78.518,79.253,480.5132236224927,45233,142.962,144.704,142.484,144.488,1067.4165162770598,87733,75.779,76.168,75.418,76.13,463.189010147929,78738,83.534,83.801,83.249,83.724,227.45229487394082,125649,110.112,110.592,109.884,110.52,370.5318221447265
2019-02-20 07:00,14188,110.633,110.948,110.552,110.854,199.75956540996233,16996,125.463,125.938,125.360,125.698,187.30621776938176,23262,79.276,79.574,79.126,79.417,177.85962964832402,50524,144.516,145.049,144.128,144.667,104.48670043456121,88930,76.166,76.321,75.906,75.994,-225.82254549273569,84710,83.733,84.260,83.664,84.135,480.0974526172489,137453,110.562,110.872,110.409,110.737,158.28223078453462
2019-02-21 07:00,14876,110.85,110.866,110.568,110.707,-129.00315741993748,19847,125.682,125.870,125.328,125.492,-151.1751881733245,35583,79.402,79.818,78.337,78.494,-1143.548021460418,53084,144.667,144.932,144.086,144.346,-221.88888965693488,113252,76.006,76.150,75.286,75.298,-931.5054074678295,93450,84.132,84.212,83.654,83.676,-542.0054200542041,149771,110.776,110.817,110.464,110.604,-155.26828916010422
2019-02-22 07:00,12758,110.707,110.906,110.557,110.682,-22.58213121120749,13849,125.509,125.777,125.368,125.418,-72.50476061477183,26128,78.502,79.097,78.415,78.902,509.5411581870598,42490,144.362,144.754,143.786,144.488,87.2805863038783,96441,75.302,75.824,74.838,75.771,622.8254229635256,81955,83.677,84.287,83.598,84.261,697.9217706179584,122182,110.589,110.841,110.518,110.631,37.97846078724067
2019-02-25 07:00,13044,110.66,111.234,110.580,111.056,357.85288270377805,15542,125.454,126.304,125.384,126.112,524.4950340363808,22262,78.989,79.778,78.915,79.608,783.6534200964688,48396,144.68,145.674,144.462,145.444,528.0619297760447,100458,75.949,76.552,75.872,76.44,646.48645801788,92213,84.247,84.465,84.072,84.214,-39.17053426234911,130816,110.619,111.148,110.588,110.97,317.30534537466355
