Datetime,SMA2,RSI,BBANDS+σ,BBANDS-σ,MACD,class
2019-05-28 07:00,-0.12020604226471389,0.4556404313404282,1000.0415101820602,999.4756501989907,-0.00012603362810063604,-1.0
2019-05-28 08:00,0.017029021627772457,0.4199833333337757,1000.2038215963983,999.7129721908705,-0.00011578408551755829,1.0
2019-05-28 09:00,-0.17099279395359654,0.5046016661811177,999.9036695117392,999.0576193380141,0.00010415312227384687,-1.0
2019-05-28 10:00,0.4436343230313979,0.30026319123687806,1001.5974166357117,1000.1565109208739,-0.0003957328473627374,-1.0
2019-05-28 11:00,0.24593775231978324,0.2757214197484831,1002.0575160763077,1000.0465090151711,-0.0007148527469162272,1.0
2019-05-28 12:00,0.04114444871320202,0.29571330364041654,1001.9776669845477,999.6834598703358,-0.0007714845379052454,1.0
2019-05-28 13:00,-0.13595772170418027,0.3645601656320181,1001.4925467296243,999.1654017120331,-0.0005786891098245235,1.0
2019-05-28 14:00,-0.10244577061371064,0.38881455533432624,1001.2347218112461,998.9676891646513,-0.00039440048076099383,-1.0
2019-05-28 15:00,0.04475950293701718,0.35888922771237897,1001.3895591899621,999.1459772444742,-0.00038476345326621215,-1.0
2019-05-28 16:00,0.2790607461685746,0.27833464364525445,1002.2051191469019,999.657671607772,-0.0006732752638373445,-1.0
2019-05-28 17:00,0.4938411335595203,0.2013913915296286,1003.5317000657111,1000.1525535130198,-0.0012423492832298263,1.0
2019-05-28 18:00,-0.16239778949622807,0.3262292651031147,1002.3209596712721,999.0437539023151,-0.0010426907956912832,1.0
2019-05-28 19:00,-0.11948740684970868,0.3476043127302695,1001.5197882861153,999.030892302801,-0.0008214569886834103,1.0
2019-05-28 20:00,-0.29564726318976126,0.4230394965567205,1000.788491350022,998.259578664999,-0.00037588973663077273,-1.0
2019-05-28 21:00,-0.022341937553997677,0.40142627242751916,1001.0489505206488,998.5019232340456,-0.00024734631625421136,1.0
2019-05-28 22:00,-0.24683433415367464,0.4648420180761616,1000.5335040840895,997.7463536043252,0.00010679856291258627,-1.0
2019-05-28 23:00,0.4160310160167217,0.3424997802223033,1001.9237553295466,999.1206609659616,-0.0003304195873522585,1.0
2019-05-29 00:00,0.10327637409336947,0.35228196764992703,1001.6167034883938,998.9781746759809,-0.0004667118904303431,-1.0
2019-05-29 01:00,0.23065003109097293,0.31224644812929164,1002.0715360638353,999.3936414417645,-0.0007358094735267106,1.0
2019-05-29 02:00,-0.004868744256222587,0.337835427436346,1001.807299018823,999.0673413159919,-0.0007203452317913665,-1.0
2019-05-29 03:00,0.2737640223787291,0.28355896238449146,1002.6649827028517,999.8383919443434,-0.001002315136649176,-1.0
2019-05-29 04:00,0.4980715477395396,0.22393710815379836,1004.2964611938501,1000.1856252042616,-0.0015585094212926189,-1.0
2019-05-29 05:00,0.24527254664705758,0.21408874535274752,1004.7227049725234,999.6834331432739,-0.0018189559756245303,1.0
2019-05-29 06:00,-0.06567764073740606,0.265264634940532,1003.9997975587387,998.9024798773632,-0.0016641970967433805,-1.0
2019-05-29 07:00,0.013596365529621764,0.25933992673831613,1003.7760690965531,998.7464947456053,-0.0015499222878941027,1.0
2019-05-29 08:00,-0.09372631420448596,0.29582126927781255,1002.5981510392177,998.6562089260651,-0.0013003755778421828,-1.0
2019-05-29 09:00,0.18720388856987644,0.25445119330887994,1002.9383353514054,999.1181314583663,-0.001379963561869855,1.0
2019-05-29 10:00,-0.003137009517940181,0.2799530573847557,1002.205704926727,998.9656773043048,-0.001264690271955973,1.0
2019-05-29 11:00,-0.1320662108386385,0.3296423794097854,1001.4210586404544,998.6690122699158,-0.000991082612302748,-1.0
2019-05-29 12:00,0.04060238610164351,0.30898377422640116,1000.9091198332687,999.2940006876363,-0.000917170628026376,-1.0
2019-05-29 13:00,0.3769792969811718,0.2372762847860002,1001.7324241472958,1000.2042446511816,-0.001267093330636009,1.0
2019-05-29 14:00,0.040946364460654076,0.270743922252353,1001.5113883371367,999.7640946823798,-0.00125584868261071,-1.0
2019-05-29 15:00,0.37739820056416806,0.2121121292385832,1002.9291547428217,1000.2072312739178,-0.0016169803649684466,-1.0
2019-05-29 16:00,0.2873083726601111,0.19144297126820162,1003.583397166627,1000.0142744452631,-0.0018848510715356469,1.0
2019-05-29 17:00,-0.10120479971858785,0.26586505201951993,1002.883523274984,999.1612282286289,-0.0016708071518413883,1.0
2019-05-29 18:00,-0.16223294372118738,0.31013628539899046,1002.1928219949754,998.7290940155219,-0.0013348675942977375,1.0
2019-05-29 19:00,-0.43097499478391554,0.41631502455892044,1001.0679445420196,997.5982633263693,-0.0006670571768406539,-1.0
2019-05-29 20:00,0.2553630543909187,0.3337554190870253,1002.0605543284926,998.7268989164696,-0.0008069975989083788,1.0
2019-05-29 21:00,0.052314817550951964,0.3425237260150682,1001.5300773875128,998.7291004609815,-0.0007878394337534121,-1.0
2019-05-29 22:00,0.260916146958639,0.29781644483664016,1001.8421644406392,999.4513883151358,-0.0010267317121479501,1.0
2019-05-29 23:00,0.05140936018622489,0.30881697769182404,1001.6496577990772,999.2432579648239,-0.001037078850800694,-1.0
2019-05-30 00:00,0.5705212523435833,0.22598484034256924,1003.4602419893064,1000.184760723482,-0.001644295646797606,1.0
2019-05-30 01:00,-0.1548876922860372,0.32043363815973375,1002.416922611346,999.0103348862712,-0.0014182984880409665,1.0
