,Nearest Neighbors,Linear SVM,RBF SVM,Decision Tree,Random Forest,AdaBoost,Naive Bayes,Linear Discriminant Analysis,Quadratic Discriminant Analysis
USD_JPY,-13.75,-0.10000000000000142,-0.10000000000000142,-4.0,-5.949999999999999,-9.850000000000001,-2.0500000000000007,-2.0500000000000007,-0.10000000000000142
EUR_JPY,-0.10000000000000142,1.8499999999999979,1.8499999999999979,-7.900000000000002,-0.10000000000000142,-0.10000000000000142,-4.0,-2.0500000000000007,1.8499999999999979
AUD_JPY,5.75,-5.949999999999999,-5.949999999999999,-7.900000000000002,-13.75,-7.900000000000002,-5.949999999999999,-4.0,13.549999999999997
GBP_JPY,3.799999999999997,-5.949999999999999,-5.949999999999999,-5.949999999999999,1.8499999999999979,-2.0500000000000007,-5.949999999999999,-9.850000000000001,-4.0
NZD_JPY,-4.0,5.75,5.75,-15.700000000000001,-5.949999999999999,1.8499999999999979,-0.10000000000000142,1.8499999999999979,5.75
CAD_JPY,3.799999999999997,-2.0500000000000007,-0.10000000000000142,-0.10000000000000142,5.75,-7.900000000000002,1.8499999999999979,9.649999999999999,7.699999999999999
CHF_JPY,-7.900000000000002,7.699999999999999,-9.850000000000001,9.649999999999999,3.799999999999997,5.75,1.8499999999999979,-4.0,-9.850000000000001
ZAR_JPY,-4.0,15.5,-19.6,9.649999999999999,5.75,9.649999999999999,15.5,15.5,11.599999999999998
Average,-2.050000000000001,2.0937499999999996,-4.24375,-2.781250000000001,-1.0750000000000006,-1.3187500000000014,0.14374999999999938,0.6312499999999992,3.3124999999999987
