,Nearest Neighbors,Linear SVM,RBF SVM,Decision Tree,Random Forest,AdaBoost,Naive Bayes,Linear Discriminant Analysis,Quadratic Discriminant Analysis
USD_JPY,-4.0,-0.10000000000000142,-0.10000000000000142,-2.0500000000000007,1.8499999999999979,1.8499999999999979,7.699999999999999,1.8499999999999979,-2.0500000000000007
EUR_JPY,-5.949999999999999,1.8499999999999979,1.8499999999999979,-4.0,-4.0,1.8499999999999979,1.8499999999999979,-0.10000000000000142,1.8499999999999979
AUD_JPY,1.8499999999999979,3.799999999999997,-5.949999999999999,-9.850000000000001,-0.10000000000000142,3.799999999999997,-5.949999999999999,-5.949999999999999,9.649999999999999
GBP_JPY,5.75,-5.949999999999999,-5.949999999999999,-7.900000000000002,1.8499999999999979,1.8499999999999979,5.75,-11.8,7.699999999999999
NZD_JPY,-11.8,5.75,-7.900000000000002,-9.850000000000001,-7.900000000000002,-4.0,-4.0,1.8499999999999979,-4.0
CAD_JPY,1.8499999999999979,-0.10000000000000142,-0.10000000000000142,-2.0500000000000007,1.8499999999999979,-4.0,-2.0500000000000007,9.649999999999999,5.75
CHF_JPY,-5.949999999999999,-9.850000000000001,7.699999999999999,11.599999999999998,7.699999999999999,3.799999999999997,5.75,1.8499999999999979,-11.8
ZAR_JPY,-11.8,15.5,-19.6,1.8499999999999979,3.799999999999997,11.599999999999998,15.5,13.549999999999997,-11.8
Average,-3.7562500000000005,1.362499999999999,-3.756250000000001,-2.781250000000001,0.6312499999999983,2.0937499999999982,3.0687499999999996,1.3624999999999985,-0.5875000000000008
