Datetime,Volume,Open,High,Low,Close,Rate
2009-12-31 22:00,8,67.185,67.320,67.185,67.294,0.0016223859492445435
2010-01-02 22:00,493,67.261,67.365,67.141,67.313,0.0007731077444582553
2010-01-03 22:00,35045,67.311,68.078,66.784,67.934,0.009255545156066473
2010-01-04 22:00,38350,67.931,68.004,67.070,67.366,-0.008317263105209666
2010-01-05 22:00,36900,67.36,68.264,66.992,68.108,0.011104513064133086
2010-01-06 22:00,40032,68.105,68.578,67.802,68.335,0.0033771382424196425
2010-01-07 22:00,38460,68.333,68.687,67.526,68.256,-0.0011268347650476077
2010-01-08 22:00,2,68.272,68.272,68.272,68.272,0.0
2010-01-09 22:00,1032,68.308,68.528,68.143,68.51,0.002957193886513998
2010-01-10 22:00,28013,68.502,68.574,68.010,68.273,-0.0033429680885229515
2010-01-11 22:00,40170,68.27,68.486,66.962,67.185,-0.01589277867291627
2010-01-12 22:00,30975,67.182,67.894,67.080,67.66,0.007115001041945676
2010-01-13 22:00,34571,67.653,68.385,67.428,67.737,0.0012416300829229889
2010-01-14 22:00,33593,67.74,67.850,66.780,66.982,-0.011189843519338584
2010-01-15 22:00,1,66.977,66.977,66.977,66.977,0.0
2010-01-16 22:00,869,67.011,67.078,66.577,66.602,-0.006103475548790376
2010-01-17 22:00,21817,66.608,67.206,66.514,67.08,0.007086235887580984
2010-01-18 22:00,36211,67.078,67.446,66.626,67.034,-0.0006559527714004134
2010-01-19 22:00,42549,67.018,67.043,65.436,65.851,-0.017413232265958423
2010-01-20 22:00,50246,65.847,66.314,64.151,64.213,-0.024815101675095305
2010-01-21 22:00,44362,64.208,64.962,63.720,63.752,-0.007101918764016882
2010-01-22 22:00,2,63.748,63.753,63.748,63.753,7.843383321833718e-05
2010-01-23 22:00,2350,63.696,64.342,63.584,64.258,0.00882316001004769
2010-01-24 22:00,30034,64.246,64.683,63.966,64.438,0.0029885129035271815
2010-01-25 22:00,46812,64.433,64.918,62.942,63.497,-0.01452671767572528
2010-01-26 22:00,43054,63.492,63.663,62.764,63.587,0.0014962514962515903
2010-01-27 22:00,40722,63.592,64.578,63.177,63.381,-0.003318027424833289
2010-01-28 22:00,46728,63.386,64.294,62.871,63.276,-0.0017353989840027677
2010-01-29 22:00,2,63.28,63.280,63.280,63.28,0.0
2010-01-30 22:00,2375,63.274,63.318,62.901,62.965,-0.004883522457881555
2010-01-31 22:00,35427,62.952,64.396,62.945,64.196,0.019761087812936836
2010-01-31 22:00,35427,62.952,64.396,62.945,64.196,0.019761087812936836
2010-02-01 22:00,34548,64.19,64.450,63.844,64.367,0.0027574388534040615
2010-02-02 22:00,36124,64.371,64.686,63.755,63.914,-0.007099470258346051
2010-02-03 22:00,48859,63.928,63.933,60.622,61.193,-0.04278250531848329
2010-02-04 22:00,61374,61.189,62.138,60.484,61.533,0.005621925509487018
2010-02-05 22:00,2,61.53,61.530,61.530,61.53,0.0
2010-02-06 22:00,1529,61.545,61.754,61.511,61.605,0.0009748964172555881
2010-02-07 22:00,33225,61.608,61.963,60.928,60.959,-0.010534346188806549
2010-02-08 22:00,41972,60.961,62.538,60.789,62.426,0.024031758009219067
2010-02-09 22:00,40263,62.422,62.698,61.851,62.31,-0.0017942392105346637
2010-02-10 22:00,38576,62.317,63.075,62.284,62.715,0.00638670025835652
2010-02-11 22:00,43078,62.718,63.087,61.946,62.74,0.0003507764915972841
2010-02-12 22:00,4,62.743,62.743,62.724,62.724,-0.0003028226256316315
2010-02-13 22:00,700,62.683,62.811,62.633,62.718,0.0005583651069668602
2010-02-14 22:00,16924,62.715,62.950,62.593,62.698,-0.0002710675277047439
2010-02-15 22:00,25386,62.693,63.930,62.669,63.74,0.016700429075016416
2010-02-16 22:00,29553,63.745,64.370,63.536,64.231,0.007624127382539762
2010-02-17 22:00,37982,64.225,64.522,63.348,64.1,-0.0019462826002335542
2010-02-18 22:00,44703,64.097,64.293,63.592,64.008,-0.0013885205235814257
2010-02-19 22:00,3,64.01,64.018,64.010,64.018,0.00012498047180121177
2010-02-20 22:00,944,63.978,64.146,63.920,64.111,0.002078839601112924
2010-02-21 22:00,29395,64.1,64.492,63.768,63.94,-0.002496099843993707
2010-02-22 22:00,39379,63.943,64.212,62.141,62.447,-0.023395836917254356
2010-02-23 22:00,37347,62.44,62.766,61.846,62.504,0.001024983984625241
