,Nearest Neighbors,Linear SVM,RBF SVM,Decision Tree,Random Forest,AdaBoost,Naive Bayes,Linear Discriminant Analysis,Quadratic Discriminant Analysis
USD_JPY,0.45454545454545453,0.5227272727272727,0.5227272727272727,0.4772727272727273,0.5454545454545454,0.5227272727272727,0.5909090909090909,0.5227272727272727,0.4772727272727273
EUR_JPY,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5227272727272727,0.5454545454545454
AUD_JPY,0.5227272727272727,0.5681818181818182,0.4318181818181818,0.38636363636363635,0.38636363636363635,0.5454545454545454,0.4318181818181818,0.4318181818181818,0.6136363636363636
GBP_JPY,0.5681818181818182,0.45454545454545453,0.45454545454545453,0.4318181818181818,0.5681818181818182,0.5454545454545454,0.5681818181818182,0.36363636363636365,0.5909090909090909
NZD_JPY,0.38636363636363635,0.5909090909090909,0.4090909090909091,0.4090909090909091,0.3181818181818182,0.4772727272727273,0.4772727272727273,0.5454545454545454,0.4772727272727273
CAD_JPY,0.5454545454545454,0.5227272727272727,0.5227272727272727,0.4772727272727273,0.5227272727272727,0.45454545454545453,0.4772727272727273,0.6363636363636364,0.5681818181818182
CHF_JPY,0.4318181818181818,0.4090909090909091,0.5909090909090909,0.6590909090909091,0.6136363636363636,0.5454545454545454,0.5681818181818182,0.5454545454545454,0.38636363636363635
ZAR_JPY,0.38636363636363635,0.6818181818181818,0.29545454545454547,0.5681818181818182,0.5227272727272727,0.6363636363636364,0.6818181818181818,0.6590909090909091,0.38636363636363635
Average,0.46874999999999994,0.5369318181818181,0.4715909090909091,0.4829545454545455,0.4914772727272728,0.5340909090909092,0.5426136363636364,0.5284090909090908,0.5056818181818181
