Datetime,Volume,Open,High,Low,Close,SMA5,SMA10,BBANDS+σ,BBANDS-σ,Rate
2020-11-11 14:00,2341,80.686,80.778,80.666,80.752,99.97003170200118,99.981053100852,100.10479018242933,99.85731601927466,81.79857720049114
2020-11-11 15:00,2800,80.754,80.844,80.732,80.791,99.94182520330234,99.93761681375402,100.06748720924534,99.80774641826268,45.818163806117255
2020-11-11 16:00,4947,80.79,80.905,80.781,80.798,99.93440431693853,99.92970123022846,100.06108301025402,99.79831945020288,9.902215620739653
2020-11-11 17:00,7393,80.796,80.917,80.752,80.908,99.850447421763,99.81040193800365,99.99056982022819,99.63023405577913,138.62072379820134
2020-11-11 18:00,6331,80.91,80.932,80.846,80.908,99.90532456617393,99.82671676472042,100.04001211133196,99.61342141810889,-2.4718823383949315
2020-11-11 19:00,3826,80.906,80.918,80.839,80.905,99.94685124528769,99.86391446758543,100.0678100148358,99.66001892033506,-1.2360022742500862
2020-11-11 20:00,4317,80.905,80.931,80.826,80.84,100.03933696190006,99.96029193468578,100.1537834501562,99.76680041921537,-80.34114084419717
2020-11-11 21:00,6208,80.84,80.847,80.682,80.75,100.13894736842106,100.06637770897831,100.26469404134153,99.8680613766151,-111.33102424542727
2020-11-11 22:00,7582,80.749,80.834,80.665,80.782,100.06808447426407,100.03713698596222,100.21690454972232,99.85736942220211,40.867379162591796
2020-11-11 23:00,7853,80.782,80.842,80.756,80.801,100.01806908330342,100.02784619002239,100.17562410119203,99.88006827885275,23.520091109412316
2020-11-12 00:00,9127,80.802,80.954,80.770,80.83,99.96362736607696,100.00160831374491,100.13705629258014,99.8661603349097,34.65260760871214
2020-11-12 01:00,5010,80.83,80.860,80.792,80.822,99.9690678280666,100.01534235727898,100.14705943427396,99.88362528028398,-9.897315353204958
2020-11-12 02:00,2902,80.822,80.881,80.816,80.858,99.95127260135051,99.97823344628857,100.10724439718469,99.84922249539247,44.54232758407533
2020-11-12 03:00,2029,80.858,80.861,80.754,80.776,100.05125284738041,100.06338516391008,100.18728232215479,99.93948800566541,-101.41235251924094
2020-11-12 04:00,3227,80.777,80.813,80.638,80.682,100.1383208150517,100.15195458714462,100.29752639336115,100.00638278092808,-117.60773487502489
2020-11-12 05:00,3011,80.681,80.694,80.619,80.669,100.11454214134304,100.13883895920368,100.29010270188463,99.98757521652274,-14.873390265366636
2020-11-12 06:00,2880,80.67,80.716,80.646,80.71,100.03593111138646,100.0718622227729,100.22278489351028,99.92093955203555,49.584727903795766
2020-11-12 07:00,3546,80.696,80.731,80.672,80.705,100.00421287404748,100.07248621522832,100.23026647892283,99.91470595153383,11.152969168236767
2020-11-12 08:00,1821,80.706,80.726,80.680,80.724,99.96779148704226,100.0417471879491,100.20119641113602,99.88229796476216,22.303174485169233
2020-11-12 09:00,3395,80.724,80.738,80.634,80.666,100.0357027744031,100.09694294994176,100.26533799859946,99.92854790128406,-71.84975967495038
2020-11-12 10:00,5041,80.666,80.666,80.518,80.539,100.1611641564956,100.21865183327334,100.42995876291533,100.00734490363135,-157.43931768030563
2020-11-12 11:00,2979,80.539,80.608,80.528,80.578,100.07992255950755,100.13986447913825,100.35312315556284,99.92660580271367,48.423745017943446
2020-11-12 12:00,2804,80.581,80.592,80.506,80.522,100.10407093713518,100.16778023397335,100.36492974863276,99.97063071931393,-73.21825244163946
2020-11-12 13:00,2455,80.523,80.555,80.459,80.471,100.10463396751624,100.19336158367614,100.40744450093084,99.97927866642141,-64.57782248549172
2020-11-12 14:00,3023,80.47,80.507,80.440,80.46,100.06711409395974,100.17946805866274,100.4204078495105,99.93852826781496,-12.426991425382274
2020-11-12 15:00,3956,80.46,80.464,80.280,80.346,100.16105344385534,100.28140791078587,100.58230565519108,99.9805101663807,-141.6853094705321
