Datetime,hour_range,day,Volume,Open,High,Low,Close
2011-06-23 06:00,6,23,636,80.384,80.447,80.376,80.418
2011-06-23 07:00,7,23,982,80.416,80.591,80.414,80.564
2011-06-23 08:00,8,23,725,80.561,80.615,80.478,80.516
2011-06-23 09:00,9,23,441,80.514,80.640,80.510,80.620
2011-06-23 10:00,10,23,451,80.618,80.638,80.588,80.606
2011-06-23 11:00,11,23,408,80.608,80.638,80.562,80.564
2011-06-23 12:00,12,23,1471,80.562,80.795,80.552,80.729
2011-06-23 13:00,13,23,806,80.726,80.741,80.633,80.649
2011-06-23 14:00,14,23,1091,80.652,80.700,80.494,80.554
2011-06-23 15:00,15,23,754,80.550,80.580,80.386,80.456
2011-06-23 16:00,16,23,394,80.454,80.524,80.436,80.512
2011-06-23 17:00,17,23,511,80.516,80.634,80.504,80.616
2011-06-23 18:00,18,23,370,80.620,80.644,80.560,80.580
2011-06-23 19:00,19,23,1244,80.578,80.622,80.468,80.575
2011-06-23 20:00,20,23,448,80.573,80.599,80.499,80.511
2011-06-23 21:00,21,23,605,80.513,80.591,80.398,80.416
2011-06-23 22:00,22,23,480,80.416,80.496,80.407,80.461
2011-06-23 23:00,23,23,212,80.463,80.516,80.432,80.496
2011-06-24 00:00,0,24,634,80.492,80.558,80.480,80.494
2011-06-24 01:00,1,24,405,80.492,80.516,80.474,80.504
2011-06-24 02:00,2,24,365,80.502,80.504,80.434,80.466
2011-06-24 03:00,3,24,235,80.462,80.486,80.456,80.468
2011-06-24 04:00,4,24,267,80.470,80.512,80.452,80.510
2011-06-24 05:00,5,24,265,80.512,80.512,80.468,80.500
2011-06-24 06:00,6,24,395,80.498,80.525,80.474,80.500
2011-06-24 07:00,7,24,664,80.498,80.606,80.495,80.572
2011-06-24 08:00,8,24,1506,80.570,80.570,80.166,80.208
2011-06-24 09:00,9,24,635,80.210,80.254,80.165,80.195
2011-06-24 10:00,10,24,917,80.193,80.239,80.138,80.167
2011-06-24 11:00,11,24,528,80.165,80.227,80.158,80.204
2011-06-24 12:00,12,24,1058,80.207,80.346,80.190,80.236
2011-06-24 13:00,13,24,661,80.232,80.308,80.202,80.262
2011-06-24 14:00,14,24,787,80.260,80.468,80.250,80.428
2011-06-24 15:00,15,24,536,80.430,80.430,80.314,80.328
2011-06-24 16:00,16,24,367,80.326,80.378,80.278,80.378
2011-06-24 17:00,17,24,477,80.382,80.458,80.344,80.355
2011-06-24 18:00,18,24,365,80.353,80.471,80.350,80.454
2011-06-24 19:00,19,24,221,80.456,80.477,80.436,80.459
2011-06-24 20:00,20,24,611,80.462,80.511,80.356,80.440
2011-06-24 21:00,21,24,3,80.450,80.457,80.450,80.457
2011-06-24 23:00,23,24,1,80.457,80.457,80.457,80.457
2011-06-25 01:00,1,25,1,80.457,80.457,80.457,80.457
2011-06-25 03:00,3,25,1,80.457,80.457,80.457,80.457
2011-06-25 05:00,5,25,1,80.457,80.457,80.457,80.457
2011-06-25 07:00,7,25,1,80.457,80.457,80.457,80.457
2011-06-25 09:00,9,25,1,80.457,80.457,80.457,80.457
2011-06-25 11:00,11,25,1,80.457,80.457,80.457,80.457
2011-06-25 13:00,13,25,1,80.457,80.457,80.457,80.457
2011-06-25 15:00,15,25,1,80.457,80.457,80.457,80.457
2011-06-25 17:00,17,25,1,80.457,80.457,80.457,80.457
2011-06-25 19:00,19,25,1,80.457,80.457,80.457,80.457
2011-06-25 21:00,21,25,1,80.457,80.457,80.457,80.457
2011-06-25 23:00,23,25,1,80.457,80.457,80.457,80.457
2011-06-26 01:00,1,26,1,80.457,80.457,80.457,80.457
2011-06-26 03:00,3,26,1,80.457,80.457,80.457,80.457
2011-06-26 05:00,5,26,1,80.457,80.457,80.457,80.457
2011-06-26 07:00,7,26,1,80.457,80.457,80.457,80.457
2011-06-26 09:00,9,26,1,80.457,80.457,80.457,80.457
2011-06-26 11:00,11,26,1,80.457,80.457,80.457,80.457
2011-06-26 13:00,13,26,1,80.457,80.457,80.457,80.457
2011-06-26 15:00,15,26,1,80.457,80.457,80.457,80.457
2011-06-26 17:00,17,26,1,80.457,80.457,80.457,80.457
2011-06-26 18:00,18,26,2,80.394,80.398,80.394,80.398
2011-06-26 19:00,19,26,474,80.401,80.473,80.310,80.342
2011-06-26 20:00,20,26,238,80.335,80.395,80.296,80.326
2011-06-26 21:00,21,26,253,80.328,80.441,80.326,80.383
2011-06-26 22:00,22,26,529,80.387,80.498,80.387,80.471
2011-06-26 23:00,23,26,263,80.474,80.500,80.428,80.468
2011-06-27 00:00,0,27,1425,80.466,80.884,80.466,80.782
2011-06-27 01:00,1,27,515,80.778,80.778,80.684,80.694
2011-06-27 02:00,2,27,234,80.696,80.727,80.696,80.708
2011-06-27 03:00,3,27,236,80.710,80.722,80.672,80.708
2011-06-27 04:00,4,27,377,80.706,80.785,80.703,80.753
2011-06-27 05:00,5,27,468,80.756,80.787,80.696,80.698
2011-06-27 06:00,6,27,802,80.696,80.853,80.694,80.853
2011-06-27 07:00,7,27,878,80.856,80.860,80.749,80.787
2011-06-27 08:00,8,27,636,80.789,80.818,80.750,80.754
2011-06-27 09:00,9,27,709,80.758,80.808,80.708,80.794
2011-06-27 10:00,10,27,606,80.792,80.794,80.679,80.737
2011-06-27 11:00,11,27,637,80.739,80.790,80.634,80.785
2011-06-27 12:00,12,27,691,80.783,80.860,80.730,80.860
2011-06-27 13:00,13,27,943,80.863,80.983,80.829,80.916
2011-06-27 14:00,14,27,1091,80.913,80.951,80.816,80.893
2011-06-27 15:00,15,27,502,80.891,80.917,80.855,80.893
2011-06-27 16:00,16,27,389,80.891,80.943,80.864,80.914
2011-06-27 17:00,17,27,368,80.912,80.967,80.910,80.963
2011-06-27 18:00,18,27,320,80.960,80.960,80.879,80.914
2011-06-27 19:00,19,27,293,80.912,80.912,80.855,80.881
2011-06-27 20:00,20,27,173,80.881,80.926,80.866,80.892
2011-06-27 21:00,21,27,251,80.889,80.924,80.875,80.916
2011-06-27 22:00,22,27,416,80.913,80.920,80.782,80.854
2011-06-27 23:00,23,27,322,80.858,80.870,80.752,80.764
2011-06-28 00:00,0,28,445,80.768,80.816,80.722,80.784
2011-06-28 01:00,1,28,445,80.786,80.824,80.742,80.806
2011-06-28 02:00,2,28,341,80.802,80.834,80.782,80.812
2011-06-28 03:00,3,28,234,80.814,80.842,80.770,80.840
2011-06-28 04:00,4,28,295,80.838,80.840,80.800,80.814
2011-06-28 05:00,5,28,472,80.812,80.824,80.754,80.784
2011-06-28 06:00,6,28,572,80.786,80.866,80.734,80.828
2011-06-28 07:00,7,28,698,80.830,80.838,80.756,80.826
2011-06-28 08:00,8,28,672,80.824,80.826,80.766,80.800
2011-06-28 09:00,9,28,571,80.802,80.882,80.802,80.834
2011-06-28 10:00,10,28,433,80.836,80.910,80.788,80.808
2011-06-28 11:00,11,28,782,80.810,80.922,80.806,80.864
2011-06-28 12:00,12,28,713,80.862,80.888,80.766,80.788
2011-06-28 13:00,13,28,868,80.790,80.892,80.768,80.811
2011-06-28 14:00,14,28,1225,80.809,80.832,80.663,80.793
2011-06-28 15:00,15,28,715,80.791,80.882,80.776,80.858
2011-06-28 16:00,16,28,529,80.856,81.003,80.844,80.959
2011-06-28 17:00,17,28,996,80.961,81.268,80.961,81.196
2011-06-28 18:00,18,28,363,81.194,81.217,81.113,81.133
2011-06-28 19:00,19,28,182,81.136,81.157,81.126,81.128
2011-06-28 20:00,20,28,352,81.128,81.141,81.085,81.124
2011-06-28 21:00,21,28,397,81.121,81.148,81.042,81.044
2011-06-28 22:00,22,28,370,81.039,81.104,81.025,81.088
2011-06-28 23:00,23,28,317,81.086,81.100,81.028,81.052
2011-06-29 00:00,0,29,897,81.056,81.122,80.938,81.022
2011-06-29 01:00,1,29,363,81.020,81.054,81.006,81.054
2011-06-29 02:00,2,29,368,81.056,81.060,80.986,81.022
2011-06-29 03:00,3,29,146,81.020,81.038,80.998,81.032
2011-06-29 04:00,4,29,246,81.034,81.082,81.034,81.066
2011-06-29 05:00,5,29,318,81.068,81.074,81.034,81.066
2011-06-29 06:00,6,29,576,81.064,81.074,80.994,81.038
2011-06-29 07:00,7,29,649,81.040,81.090,80.996,81.068
2011-06-29 08:00,8,29,542,81.066,81.120,81.018,81.112
2011-06-29 09:00,9,29,589,81.116,81.184,81.114,81.136
2011-06-29 10:00,10,29,734,81.138,81.142,81.058,81.118
2011-06-29 11:00,11,29,951,81.122,81.136,81.012,81.074
2011-06-29 12:00,12,29,1385,81.076,81.076,80.962,81.022
2011-06-29 13:00,13,29,2498,81.020,81.034,80.562,80.805
2011-06-29 14:00,14,29,775,80.808,80.888,80.743,80.883
2011-06-29 15:00,15,29,573,80.880,80.885,80.785,80.804
2011-06-29 16:00,16,29,357,80.808,80.906,80.800,80.830
2011-06-29 17:00,17,29,434,80.828,80.928,80.826,80.842
2011-06-29 18:00,18,29,237,80.840,80.930,80.834,80.900
2011-06-29 19:00,19,29,193,80.898,80.914,80.838,80.848
2011-06-29 20:00,20,29,444,80.848,80.848,80.743,80.779
2011-06-29 21:00,21,29,364,80.781,80.828,80.736,80.808
2011-06-29 22:00,22,29,555,80.811,80.872,80.712,80.746
2011-06-29 23:00,23,29,363,80.742,80.764,80.692,80.746
2011-06-30 00:00,0,30,978,80.744,80.744,80.591,80.660
2011-06-30 01:00,1,30,994,80.662,80.676,80.536,80.582
2011-06-30 02:00,2,30,829,80.579,80.594,80.404,80.451
2011-06-30 03:00,3,30,638,80.453,80.466,80.395,80.458
2011-06-30 04:00,4,30,636,80.456,80.465,80.332,80.373
2011-06-30 05:00,5,30,836,80.370,80.413,80.310,80.406
2011-06-30 06:00,6,30,748,80.408,80.454,80.392,80.409
2011-06-30 07:00,7,30,686,80.406,80.442,80.343,80.416
2011-06-30 08:00,8,30,755,80.418,80.426,80.353,80.398
2011-06-30 09:00,9,30,563,80.395,80.418,80.365,80.413
2011-06-30 10:00,10,30,454,80.411,80.442,80.380,80.440
2011-06-30 11:00,11,30,513,80.442,80.466,80.397,80.425
2011-06-30 12:00,12,30,941,80.423,80.437,80.269,80.293
2011-06-30 13:00,13,30,1169,80.295,80.646,80.279,80.581
2011-06-30 14:00,14,30,1539,80.583,80.856,80.583,80.762
2011-06-30 15:00,15,30,906,80.766,80.768,80.607,80.649
2011-06-30 16:00,16,30,486,80.647,80.666,80.529,80.557
2011-06-30 17:00,17,30,329,80.555,80.657,80.555,80.604
2011-06-30 18:00,18,30,415,80.602,80.628,80.465,80.468
2011-06-30 19:00,19,30,462,80.470,80.551,80.415,80.506
2011-06-30 20:00,20,30,492,80.508,80.583,80.481,80.568
2011-06-30 21:00,21,30,216,80.565,80.573,80.502,80.570
2011-06-30 22:00,22,30,417,80.570,80.660,80.538,80.624
2011-06-30 23:00,23,30,431,80.622,80.752,80.607,80.704
2011-07-01 00:00,0,1,781,80.702,80.882,80.654,80.865
2011-07-01 01:00,1,1,554,80.867,80.867,80.736,80.736
2011-07-01 02:00,2,1,239,80.738,80.766,80.710,80.710
2011-07-01 03:00,3,1,189,80.706,80.744,80.690,80.736
2011-07-01 04:00,4,1,263,80.738,80.774,80.706,80.732
2011-07-01 05:00,5,1,271,80.736,80.742,80.694,80.706
2011-07-01 06:00,6,1,651,80.704,80.714,80.558,80.644
2011-07-01 07:00,7,1,837,80.646,80.790,80.636,80.784
2011-07-01 08:00,8,1,617,80.782,80.802,80.682,80.710
2011-07-01 09:00,9,1,652,80.706,80.808,80.658,80.794
2011-07-01 10:00,10,1,630,80.792,80.794,80.682,80.770
2011-07-01 11:00,11,1,682,80.772,80.780,80.700,80.718
2011-07-01 12:00,12,1,970,80.716,80.757,80.656,80.736
2011-07-01 13:00,13,1,1067,80.738,80.995,80.728,80.914
2011-07-01 14:00,14,1,1850,80.912,81.144,80.822,80.876
2011-07-01 15:00,15,1,525,80.874,80.896,80.784,80.814
2011-07-01 16:00,16,1,245,80.816,80.888,80.814,80.846
2011-07-01 17:00,17,1,222,80.848,80.870,80.820,80.852
2011-07-01 18:00,18,1,224,80.854,80.906,80.840,80.858
2011-07-01 19:00,19,1,193,80.856,80.876,80.805,80.808
2011-07-01 20:00,20,1,283,80.805,80.851,80.805,80.830
2011-07-01 22:00,22,1,1,80.830,80.830,80.830,80.830
2011-07-02 00:00,0,2,1,80.830,80.830,80.830,80.830
2011-07-02 02:00,2,2,1,80.830,80.830,80.830,80.830
2011-07-02 04:00,4,2,1,80.830,80.830,80.830,80.830
2011-07-02 06:00,6,2,1,80.830,80.830,80.830,80.830
2011-07-02 08:00,8,2,1,80.830,80.830,80.830,80.830
2011-07-02 10:00,10,2,1,80.830,80.830,80.830,80.830
2011-07-02 12:00,12,2,1,80.830,80.830,80.830,80.830
2011-07-02 14:00,14,2,1,80.830,80.830,80.830,80.830
2011-07-02 16:00,16,2,1,80.830,80.830,80.830,80.830
2011-07-02 18:00,18,2,1,80.830,80.830,80.830,80.830
2011-07-02 20:00,20,2,1,80.830,80.830,80.830,80.830
2011-07-02 22:00,22,2,1,80.830,80.830,80.830,80.830
2011-07-03 00:00,0,3,1,80.830,80.830,80.830,80.830
2011-07-03 02:00,2,3,1,80.830,80.830,80.830,80.830
2011-07-03 04:00,4,3,1,80.830,80.830,80.830,80.830
2011-07-03 06:00,6,3,1,80.830,80.830,80.830,80.830
2011-07-03 08:00,8,3,1,80.830,80.830,80.830,80.830
2011-07-03 10:00,10,3,1,80.830,80.830,80.830,80.830
2011-07-03 12:00,12,3,1,80.830,80.830,80.830,80.830
2011-07-03 14:00,14,3,1,80.830,80.830,80.830,80.830
2011-07-03 16:00,16,3,1,80.830,80.830,80.830,80.830
2011-07-03 18:00,18,3,18,80.830,80.902,80.830,80.891
2011-07-03 19:00,19,3,446,80.888,80.958,80.818,80.889
2011-07-03 20:00,20,3,90,80.887,80.898,80.790,80.822
2011-07-03 21:00,21,3,186,80.820,80.846,80.777,80.809
2011-07-03 22:00,22,3,289,80.809,80.894,80.809,80.892
2011-07-03 23:00,23,3,522,80.889,80.913,80.766,80.836
2011-07-04 00:00,0,4,709,80.834,80.870,80.754,80.772
2011-07-04 01:00,1,4,580,80.774,80.822,80.704,80.814
2011-07-04 02:00,2,4,271,80.816,80.824,80.754,80.770
2011-07-04 03:00,3,4,219,80.772,80.786,80.746,80.778
2011-07-04 04:00,4,4,464,80.776,80.790,80.734,80.742
2011-07-04 05:00,5,4,778,80.740,80.756,80.690,80.742
2011-07-04 06:00,6,4,715,80.744,80.774,80.638,80.638
2011-07-04 07:00,7,4,753,80.636,80.676,80.538,80.666
2011-07-04 08:00,8,4,520,80.668,80.686,80.580,80.588
2011-07-04 09:00,9,4,398,80.586,80.682,80.556,80.674
2011-07-04 10:00,10,4,272,80.676,80.712,80.612,80.686
2011-07-04 11:00,11,4,427,80.684,80.808,80.672,80.778
2011-07-04 12:00,12,4,462,80.776,80.802,80.734,80.766
2011-07-04 13:00,13,4,623,80.768,80.802,80.728,80.776
2011-07-04 14:00,14,4,332,80.778,80.858,80.772,80.812
2011-07-04 15:00,15,4,311,80.810,80.854,80.776,80.812
2011-07-04 16:00,16,4,239,80.810,80.844,80.768,80.777
2011-07-04 17:00,17,4,120,80.780,80.818,80.780,80.810
2011-07-04 18:00,18,4,283,80.812,80.832,80.722,80.764
2011-07-04 19:00,19,4,370,80.766,80.824,80.730,80.800
2011-07-04 20:00,20,4,347,80.799,80.841,80.742,80.801
2011-07-04 21:00,21,4,259,80.804,80.811,80.738,80.749
2011-07-04 22:00,22,4,218,80.747,80.790,80.708,80.746
2011-07-04 23:00,23,4,251,80.748,80.802,80.748,80.790
2011-07-05 00:00,0,5,523,80.788,80.866,80.784,80.828
2011-07-05 01:00,1,5,1357,80.826,81.102,80.826,81.006
2011-07-05 02:00,2,5,684,81.004,81.064,80.962,80.996
2011-07-05 03:00,3,5,186,80.992,81.004,80.984,80.994
2011-07-05 04:00,4,5,496,80.992,81.084,80.986,81.078
2011-07-05 05:00,5,5,521,81.076,81.120,80.996,81.022
2011-07-05 06:00,6,5,659,81.020,81.182,81.016,81.174
2011-07-05 07:00,7,5,771,81.176,81.176,81.092,81.144
2011-07-05 08:00,8,5,851,81.140,81.152,81.040,81.106
2011-07-05 09:00,9,5,753,81.110,81.184,81.098,81.136
2011-07-05 10:00,10,5,462,81.134,81.148,81.098,81.104
2011-07-05 11:00,11,5,490,81.106,81.186,81.100,81.126
2011-07-05 12:00,12,5,694,81.124,81.146,81.038,81.074
2011-07-05 13:00,13,5,731,81.072,81.078,80.986,81.074
2011-07-05 14:00,14,5,633,81.072,81.086,81.008,81.049
2011-07-05 15:00,15,5,492,81.051,81.146,81.049,81.146
2011-07-05 16:00,16,5,288,81.149,81.154,81.120,81.139
2011-07-05 17:00,17,5,163,81.142,81.163,81.101,81.108
2011-07-05 18:00,18,5,918,81.106,81.142,81.022,81.056
2011-07-05 19:00,19,5,360,81.059,81.092,81.022,81.049
2011-07-05 20:00,20,5,202,81.051,81.138,81.045,81.070
2011-07-05 21:00,21,5,169,81.073,81.099,81.047,81.091
2011-07-05 22:00,22,5,200,81.092,81.116,81.064,81.090
2011-07-05 23:00,23,5,178,81.092,81.122,81.064,81.078
2011-07-06 00:00,0,6,904,81.076,81.078,80.892,80.924
2011-07-06 01:00,1,6,460,80.926,80.952,80.812,80.876
2011-07-06 02:00,2,6,339,80.874,80.882,80.822,80.844
2011-07-06 03:00,3,6,210,80.840,80.882,80.828,80.866
2011-07-06 04:00,4,6,288,80.870,80.872,80.828,80.842
2011-07-06 05:00,5,6,370,80.846,80.952,80.844,80.914
2011-07-06 06:00,6,6,577,80.918,80.926,80.798,80.862
2011-07-06 07:00,7,6,766,80.860,80.980,80.830,80.972
2011-07-06 08:00,8,6,544,80.970,80.978,80.922,80.966
2011-07-06 09:00,9,6,328,80.962,80.982,80.936,80.974
2011-07-06 10:00,10,6,698,80.978,81.064,80.928,81.026
2011-07-06 11:00,11,6,581,81.023,81.102,81.023,81.078
2011-07-06 12:00,12,6,931,81.076,81.085,80.915,80.924
2011-07-06 13:00,13,6,594,80.927,80.952,80.848,80.935
2011-07-06 14:00,14,6,1178,80.938,80.941,80.770,80.894
2011-07-06 15:00,15,6,499,80.896,80.930,80.846,80.904
2011-07-06 16:00,16,6,237,80.906,80.950,80.906,80.942
2011-07-06 17:00,17,6,296,80.944,80.982,80.870,80.876
2011-07-06 18:00,18,6,381,80.878,80.932,80.866,80.924
2011-07-06 19:00,19,6,180,80.922,80.950,80.910,80.942
2011-07-06 20:00,20,6,302,80.941,80.967,80.898,80.915
2011-07-06 21:00,21,6,152,80.912,80.956,80.893,80.945
2011-07-06 22:00,22,6,260,80.944,80.970,80.922,80.952
2011-07-06 23:00,23,6,184,80.950,80.968,80.876,80.876
2011-07-07 00:00,0,7,632,80.874,81.012,80.870,80.972
2011-07-07 01:00,1,7,533,80.968,80.982,80.850,80.920
2011-07-07 02:00,2,7,466,80.924,80.924,80.800,80.830
2011-07-07 03:00,3,7,420,80.828,80.952,80.828,80.942
2011-07-07 04:00,4,7,259,80.940,80.956,80.918,80.928
2011-07-07 05:00,5,7,446,80.930,80.994,80.888,80.974
2011-07-07 06:00,6,7,331,80.972,80.988,80.930,80.942
2011-07-07 07:00,7,7,535,80.944,81.000,80.906,80.974
2011-07-07 08:00,8,7,360,80.972,80.980,80.928,80.932
2011-07-07 09:00,9,7,458,80.936,80.994,80.928,80.950
2011-07-07 10:00,10,7,248,80.952,80.986,80.948,80.980
2011-07-07 11:00,11,7,551,80.982,81.104,80.982,81.068
2011-07-07 12:00,12,7,1835,81.070,81.414,81.068,81.267
2011-07-07 13:00,13,7,901,81.264,81.352,81.231,81.285
2011-07-07 14:00,14,7,1103,81.287,81.311,81.213,81.253
2011-07-07 15:00,15,7,405,81.251,81.322,81.244,81.258
2011-07-07 16:00,16,7,319,81.261,81.273,81.189,81.217
2011-07-07 17:00,17,7,244,81.215,81.243,81.186,81.216
2011-07-07 18:00,18,7,295,81.219,81.262,81.206,81.243
2011-07-07 19:00,19,7,171,81.245,81.250,81.203,81.225
2011-07-07 20:00,20,7,211,81.225,81.245,81.198,81.245
2011-07-07 21:00,21,7,185,81.250,81.272,81.228,81.234
2011-07-07 22:00,22,7,231,81.231,81.272,81.216,81.250
2011-07-07 23:00,23,7,289,81.254,81.322,81.242,81.272
2011-07-08 00:00,0,8,605,81.270,81.314,81.242,81.280
2011-07-08 01:00,1,8,321,81.278,81.292,81.261,81.265
2011-07-08 02:00,2,8,209,81.263,81.263,81.227,81.258
2011-07-08 03:00,3,8,247,81.261,81.271,81.218,81.267
2011-07-08 04:00,4,8,191,81.269,81.303,81.262,81.283
2011-07-08 05:00,5,8,210,81.286,81.300,81.267,81.274
2011-07-08 06:00,6,8,461,81.272,81.362,81.248,81.354
2011-07-08 07:00,7,8,584,81.352,81.374,81.326,81.328
2011-07-08 08:00,8,8,384,81.326,81.376,81.322,81.358
2011-07-08 09:00,9,8,684,81.360,81.372,81.286,81.332
2011-07-08 10:00,10,8,519,81.334,81.416,81.302,81.394
2011-07-08 11:00,11,8,280,81.396,81.416,81.374,81.378
2011-07-08 12:00,12,8,3641,81.374,81.480,80.568,80.632
2011-07-08 13:00,13,8,1409,80.630,80.700,80.504,80.594
2011-07-08 14:00,14,8,920,80.590,80.692,80.556,80.666
2011-07-08 15:00,15,8,828,80.662,80.718,80.608,80.648
2011-07-08 16:00,16,8,503,80.650,80.668,80.609,80.662
2011-07-08 17:00,17,8,274,80.660,80.686,80.635,80.656
2011-07-08 18:00,18,8,200,80.654,80.662,80.628,80.636
2011-07-08 19:00,19,8,162,80.634,80.644,80.618,80.623
2011-07-08 20:00,20,8,427,80.625,80.684,80.550,80.629
2011-07-08 22:00,22,8,1,80.629,80.629,80.629,80.629
2011-07-09 00:00,0,9,1,80.629,80.629,80.629,80.629
2011-07-09 02:00,2,9,1,80.629,80.629,80.629,80.629
2011-07-09 04:00,4,9,1,80.629,80.629,80.629,80.629
2011-07-09 06:00,6,9,1,80.629,80.629,80.629,80.629
2011-07-09 08:00,8,9,1,80.629,80.629,80.629,80.629
2011-07-09 10:00,10,9,1,80.629,80.629,80.629,80.629
2011-07-09 12:00,12,9,1,80.629,80.629,80.629,80.629
2011-07-09 14:00,14,9,1,80.629,80.629,80.629,80.629
2011-07-09 16:00,16,9,1,80.629,80.629,80.629,80.629
2011-07-09 18:00,18,9,1,80.629,80.629,80.629,80.629
2011-07-09 20:00,20,9,1,80.629,80.629,80.629,80.629
2011-07-09 22:00,22,9,1,80.629,80.629,80.629,80.629
2011-07-10 00:00,0,10,1,80.629,80.629,80.629,80.629
2011-07-10 02:00,2,10,1,80.629,80.629,80.629,80.629
2011-07-10 04:00,4,10,1,80.629,80.629,80.629,80.629
2011-07-10 06:00,6,10,1,80.629,80.629,80.629,80.629
2011-07-10 08:00,8,10,1,80.629,80.629,80.629,80.629
2011-07-10 10:00,10,10,1,80.629,80.629,80.629,80.629
2011-07-10 12:00,12,10,1,80.629,80.629,80.629,80.629
2011-07-10 14:00,14,10,1,80.629,80.629,80.629,80.629
2011-07-10 16:00,16,10,1,80.629,80.629,80.629,80.629
2011-07-10 18:00,18,10,2,80.629,80.629,80.566,80.566
2011-07-10 19:00,19,10,163,80.569,80.676,80.559,80.627
2011-07-10 20:00,20,10,382,80.624,80.643,80.537,80.549
2011-07-10 21:00,21,10,319,80.551,80.575,80.516,80.554
2011-07-10 22:00,22,10,459,80.551,80.683,80.523,80.662
2011-07-10 23:00,23,10,106,80.665,80.686,80.651,80.674
2011-07-11 00:00,0,11,711,80.672,80.748,80.612,80.684
2011-07-11 01:00,1,11,383,80.682,80.740,80.682,80.696
2011-07-11 02:00,2,11,409,80.694,80.766,80.684,80.740
2011-07-11 03:00,3,11,240,80.742,80.780,80.736,80.764
2011-07-11 04:00,4,11,271,80.760,80.776,80.736,80.770
2011-07-11 05:00,5,11,258,80.768,80.778,80.752,80.760
2011-07-11 06:00,6,11,585,80.764,80.818,80.756,80.802
2011-07-11 07:00,7,11,678,80.800,80.832,80.728,80.744
2011-07-11 08:00,8,11,412,80.746,80.786,80.730,80.770
2011-07-11 09:00,9,11,470,80.766,80.784,80.738,80.760
2011-07-11 10:00,10,11,587,80.764,80.780,80.642,80.656
2011-07-11 11:00,11,11,1026,80.658,80.714,80.562,80.572
2011-07-11 12:00,12,11,1353,80.568,80.586,80.330,80.404
2011-07-11 13:00,13,11,832,80.406,80.478,80.378,80.416
2011-07-11 14:00,14,11,828,80.414,80.472,80.360,80.376
2011-07-11 15:00,15,11,618,80.380,80.424,80.336,80.378
2011-07-11 16:00,16,11,269,80.374,80.388,80.316,80.326
2011-07-11 17:00,17,11,319,80.328,80.374,80.288,80.300
2011-07-11 18:00,18,11,544,80.302,80.312,80.112,80.166
2011-07-11 19:00,19,11,342,80.164,80.312,80.164,80.310
2011-07-11 20:00,20,11,337,80.310,80.322,80.237,80.262
2011-07-11 21:00,21,11,453,80.266,80.319,80.198,80.232
2011-07-11 22:00,22,11,245,80.229,80.333,80.229,80.316
2011-07-11 23:00,23,11,193,80.314,80.376,80.309,80.344
2011-07-12 00:00,0,12,752,80.348,80.360,80.148,80.236
2011-07-12 01:00,1,12,592,80.238,80.244,80.148,80.190
2011-07-12 02:00,2,12,603,80.192,80.202,80.130,80.164
2011-07-12 03:00,3,12,410,80.162,80.164,80.084,80.092
2011-07-12 04:00,4,12,341,80.096,80.104,80.064,80.096
2011-07-12 05:00,5,12,482,80.098,80.181,80.096,80.129
2011-07-12 06:00,6,12,1675,80.131,80.136,79.840,79.950
2011-07-12 07:00,7,12,2144,79.948,79.954,79.734,79.767
2011-07-12 08:00,8,12,2975,79.769,79.772,79.172,79.633
2011-07-12 09:00,9,12,1295,79.630,79.793,79.559,79.583
2011-07-12 10:00,10,12,848,79.580,79.736,79.580,79.617
2011-07-12 11:00,11,12,1197,79.620,79.772,79.535,79.724
2011-07-12 12:00,12,12,1657,79.726,79.862,79.612,79.806
2011-07-12 13:00,13,12,1197,79.804,79.862,79.612,79.626
2011-07-12 14:00,14,12,972,79.624,79.658,79.480,79.490
2011-07-12 15:00,15,12,553,79.492,79.572,79.478,79.540
2011-07-12 16:00,16,12,421,79.538,79.580,79.504,79.554
2011-07-12 17:00,17,12,393,79.558,79.580,79.468,79.470
2011-07-12 18:00,18,12,638,79.473,79.489,79.315,79.430
2011-07-12 19:00,19,12,525,79.433,79.462,79.374,79.403
2011-07-12 20:00,20,12,363,79.403,79.424,79.237,79.242
2011-07-12 21:00,21,12,4662,79.247,79.266,78.497,79.157
2011-07-12 22:00,22,12,886,79.160,79.348,79.131,79.318
2011-07-12 23:00,23,12,547,79.320,79.462,79.318,79.462
2011-07-13 00:00,0,13,1029,79.464,79.540,79.368,79.500
2011-07-13 01:00,1,13,718,79.498,79.552,79.362,79.394
2011-07-13 02:00,2,13,835,79.396,79.506,79.338,79.386
2011-07-13 03:00,3,13,508,79.383,79.475,79.374,79.411
2011-07-13 04:00,4,13,566,79.409,79.500,79.404,79.490
2011-07-13 05:00,5,13,702,79.493,79.574,79.462,79.562
2011-07-13 06:00,6,13,815,79.560,79.560,79.338,79.388
2011-07-13 07:00,7,13,833,79.386,79.442,79.306,79.400
2011-07-13 08:00,8,13,677,79.398,79.398,79.240,79.300
2011-07-13 09:00,9,13,631,79.302,79.330,79.206,79.272
2011-07-13 10:00,10,13,451,79.269,79.308,79.207,79.243
2011-07-13 11:00,11,13,614,79.240,79.364,79.157,79.273
2011-07-13 12:00,12,13,761,79.270,79.373,79.270,79.290
2011-07-13 13:00,13,13,999,79.292,79.342,79.186,79.257
2011-07-13 14:00,14,13,2052,79.255,79.269,79.016,79.030
2011-07-13 15:00,15,13,1021,79.032,79.074,78.894,78.998
