Datetime,SMA2,SMA3,SMA4,SMA5,SMA6,SMA7,SMA8,SMA9,SMA10,RSI,BBANDS+σ,BBANDS-σ,Rate
2007-02-24 07:00,100.00000000000003,100.06545965450077,100.0143691924514,99.66376089663767,99.4459878021522,99.27196091579654,99.1546125107769,99.05535864439975,99.07366605996745,58.28703804745228,100.7132893549616,97.43404276497331,0.0
2007-02-25 07:00,100.00958129730768,100.0127750630769,100.06347609466322,100.02682763246149,99.73571588259719,99.5414664859908,99.37961099932932,99.26543387307974,99.16690619909937,57.942489480872474,100.89484980378633,97.43896259441242,0.0
2007-02-26 07:00,100.20443503776039,100.27899369859064,100.31627302900571,100.37808456395214,100.36317283178609,100.12300461095501,99.95490403578819,99.80972843544397,99.70417047477031,50.773183542955024,101.34636707254568,98.06197387699497,-4.072051355753677
2007-02-27 07:00,101.41973781845167,102.03314370516946,102.34479347019538,102.53178332921105,102.69024651661309,102.75396629094382,102.5952263170913,102.48275483002173,102.37942122186494,26.54405155807248,104.60297436552588,100.15586807820401,-27.704295127699442
2007-02-28 07:00,99.8667916522769,100.76635913628368,101.32098278158766,101.6577038827767,101.8821846169027,102.07142504739825,102.1701859983226,102.06390711595708,101.98875129508116,30.044292453953048,104.49740813776229,99.48009445240004,2.6712837002225673
2007-03-01 07:00,100.50331389844025,100.58138569126763,101.3355259879404,101.87272636667173,102.23418215644264,102.49236486342186,102.7115413365227,102.84325288062772,102.78217969801166,25.118500369988205,105.8891837832179,99.67517561280546,-9.965957866693032
2007-03-02 07:00,100.58227465214762,101.11581636082548,101.3145291389393,102.01250252066956,102.54923707736778,102.93549966871205,103.22519661222023,103.47348255696716,103.63682193990724,20.80067607377543,107.58911646765274,99.68452741216173,-11.117204247469912
2007-03-04 07:00,99.97984277363436,100.36115030571797,100.80628905462609,101.01894779278378,101.64281394880068,102.14962421170853,102.53225156218508,102.82985061255575,103.08859100987704,21.353776506587742,107.43463217407032,98.74254984568378,0.5041847332862475
2007-03-05 07:00,100.71300792231025,100.9370474486754,101.34423715819065,101.79504216713524,102.04957832864814,102.65050564053892,103.1555072834143,103.55055796916264,103.86659851776132,16.981686827463406,108.72417085429562,99.00902618122703,-14.159024488561938
2007-03-06 07:00,99.369164774161,99.62822777357225,99.74766590966439,100.05248549078986,100.42560349903276,100.65318481669738,101.18597022457737,101.64802198110303,102.01968205904619,31.812814898484316,106.63614383441742,97.40322028367497,12.88145989878858
2007-03-07 07:00,100.33531473860693,100.02370912293183,100.22227302748566,100.33328252806997,100.60288912598014,100.94207474180045,101.16217040085355,101.65738059351841,102.09673322156176,28.951975278572316,106.39938187920792,97.79408456391563,-6.66161998485992
2007-03-08 07:00,99.5468962392388,99.61737904646836,99.33796506066558,99.45124100085593,99.52004564600853,99.73532986673003,100.02391380959577,100.21816106999617,100.66253838795754,37.93124374723581,104.06108792298943,97.26398885292565,9.144947416552267
2007-03-09 07:00,99.19994055285841,98.63601836256154,98.51753690676708,98.19875161002682,98.21658575250176,98.22366279316648,98.3720152580997,98.59858868082392,98.75309620529083,50.03292335425873,100.98719403654835,96.5189983740333,16.261390525097006
2007-03-10 07:00,99.99009410599307,99.45352484728417,98.96235760277366,98.79841505695896,98.48274723460462,98.45468053491835,98.42867756315012,98.53557866930828,98.72114908370484,50.163199497632505,100.92501259607612,96.51728557133356,0.09906875371512895
2007-03-11 07:00,100.02973535533748,100.03303928370835,99.63450292397663,99.21696897611267,99.04764264710747,98.74969910652344,98.69907820398457,98.65530115307102,98.73476063038956,49.713359152283196,100.81636789292452,96.6531533678546,0.7935720662632506
2007-03-12 06:00,100.21651485739882,100.30859588870642,100.34965905131652,100.05275994226277,99.705506611584,99.55132717563663,99.28015031606195,99.22353292519043,99.17425713005827,46.318319048270354,101.28244884108038,97.06606541903618,-4.311626523936984
2007-03-13 06:00,100.75022734161865,101.14681216530263,101.36026068505608,101.4842881681318,101.29500522043722,101.0298936185569,100.91441851065983,100.68427020533723,100.64110336465599,36.79509286135849,102.80246071489536,98.47974601441662,-14.684653292846775
2007-03-14 06:00,99.741167010102,100.15245179340273,100.46740714680607,100.6684424787657,100.79911544453941,100.66054466215301,100.44353420113588,100.34846124206334,100.14675579233052,41.60068044825999,102.28367153681599,98.00984004784507,5.102040816326484
2007-03-15 06:00,99.82221554487177,99.5910122863248,99.84725560897435,100.0881410256411,100.25874732905986,100.37774725274733,100.26479867788464,100.07678952991456,99.99248798076925,44.808174502909615,101.74741029336202,98.23756566817647,3.5683771422827966
2007-03-16 06:00,100.30229746070131,100.28382372699183,100.14485086658607,100.360741636437,100.577724036007,100.74134853457717,100.86154776299882,100.7742173854629,100.61366384522373,40.66033828021722,102.35306871201526,98.87425897843217,-6.00961538461547
2007-03-18 06:00,100.17696430377183,100.43819732362557,100.47906765092529,100.399433714228,100.59662250985946,100.80031203501734,100.960663363333,101.08313389737201,101.01779755283651,38.3380746084429,102.62179899314323,99.41379611252981,-3.627204030226695
2007-03-19 06:00,99.52175872602533,99.47919274876058,99.60814262106265,99.61440232360165,99.53260887709284,99.68665717576538,99.8566528118584,99.99554865597237,100.10466222645103,47.70271052715492,101.64672414066254,98.56260031223952,9.555106167846239
2007-03-20 06:00,99.4649492197176,98.97118322186442,98.81099826603915,98.83378746594013,98.79035587482454,98.68643617962427,98.79242011394601,98.9227424104809,99.03294525637853,55.808264266811726,100.55724594303544,97.50864456972161,10.816765987280267
2007-03-21 06:00,99.6262968972808,99.14769467800889,98.67359984265133,98.45798298667462,98.41258133779154,98.33027767826418,98.20524167773026,98.27025727601038,98.36504892560359,60.38116042610695,100.11039199032193,96.61970586088525,7.53034431508551
2007-03-22 06:00,99.8333741729968,99.5295270766969,99.11296250918892,98.67581475128654,98.44155844155841,98.35824552805691,98.2522666013232,98.11375207601627,98.14849301641755,62.269986133604014,100.20475644428379,96.0922295885513,3.3436593401190287
2007-03-23 06:00,100.14006290544526,100.0753554812922,99.85625122862199,99.51248279929241,99.12685931459274,98.90055884748244,98.804550815805,98.69110805320757,98.54973461765286,59.35257738094154,100.81756051512328,96.28190872018244,-2.793432982112333
