Datetime,Volume,Open,High,Low,Close,SMA2,SMA5,SMA10,BBANDS+σ,BBANDS-σ,Rate
2009-02-05 22:00,86393.0,1.31608,1.33305,1.3103,1.31666,-0.22027853930458277,-5.529209916108938,-6.517172970398363,1012.35422350217,974.6538119815538,0.44070269284543867
2009-02-06 22:00,106505.0,1.31666,1.31795,1.29333,1.29538,8.180256271735333,10.243943690911918,6.824074519436652,1021.3748675517278,992.3199555889721,-16.162107149909595
2009-02-07 22:00,97428.0,1.29538,1.29592,1.27633,1.28127,5.491151506204342,18.849227524190397,15.810878427900565,1034.0120727426631,997.8609907022001,-10.892556624311064
2009-02-09 22:00,996.0,1.28105,1.28107,1.27391,1.277,1.6704911880506588,15.754646102630304,18.097580013526294,1039.3362514111736,997.1884157775497,-3.1614691073729433
2009-02-10 22:00,81465.0,1.277,1.28992,1.2704,1.28436,-2.8693529339450006,5.105447595183999,10.964614587272905,1033.2043392353962,988.8455533180932,5.7635082223962675
2009-02-11 22:00,88441.0,1.28436,1.30576,1.28018,1.30408,-7.5896142322274365,-12.082702122064774,-3.973129968929001,1018.0215580001978,974.047946938149,15.353950605749137
2009-02-12 22:00,106236.0,1.30408,1.30698,1.28128,1.28489,7.439821086617393,1.1123168838319344,9.780867925783088,1033.0861073579226,986.5716065319821,-14.715354886203162
2009-02-13 22:00,94287.0,1.28513,1.29056,1.27604,1.27916,2.237246583131728,5.253694456909593,12.904587502359263,1037.8981885368464,988.0782334901083,-4.645444429746431
2009-02-14 22:00,89717.0,1.27916,1.29934,1.2748,1.29402,-5.758344368691601,-3.6526652470069005,-0.5642926586851486,1021.0001703794196,977.8715626695282,11.616998655367485
2009-02-15 22:00,1.0,1.29401,1.29401,1.29401,1.29401,0.003863950309786654,-2.149122650208747,-2.2645229791118076,1015.8885962614135,979.587481976003,0.0
2009-02-16 22:00,414.0,1.29425,1.29725,1.29414,1.2965,-0.9607390326344185,-5.24628689943884,-5.749625112621051,1007.2982385584719,981.2355061387897,1.7384585667375587
2009-02-17 22:00,53604.0,1.2965,1.3094,1.28738,1.3003,-1.4622698568923713,-5.786145321342787,-8.294707614282684,1005.4755215703636,978.0036755379954,2.9309679907443313
2009-02-18 22:00,107298.0,1.3003,1.30754,1.28095,1.2914,3.4399492806365806,2.973737290852627,-0.6413702614776897,1012.5177623224051,986.1999084225222,-6.844574329000929
2009-02-19 22:00,98749.0,1.2912,1.2997,1.2834,1.29062,0.3021347001447378,3.0527807782901464,1.017597396521037,1012.184096009541,989.8521346392943,-0.44919454770740624
2009-02-20 22:00,94620.0,1.29062,1.2944,1.27214,1.28618,1.7245535584103902,5.288514873224083,4.604599695369464,1015.5512121449615,993.6792221643883,-3.440207032279059
2009-02-21 22:00,88161.0,1.28642,1.29426,1.28216,1.28624,-0.02332406849569629,3.6535986021753186,3.176316004631251,1012.4350376093361,993.9276940737087,-0.13992319771135941
2009-02-22 22:00,1.0,1.28623,1.28623,1.28623,1.28623,0.0038873220825395554,1.479200569281178,3.287934483625608,1012.3760890303814,994.2106023078702,0.0
2009-02-23 22:00,1106.0,1.28548,1.28831,1.2782,1.27828,3.104822385340673,5.6401024779491244,9.41977441657334,1018.875300171501,1000.0532600813378,-5.60102063042589
2009-02-24 22:00,54770.0,1.27828,1.28246,1.27268,1.28026,-0.773579562942733,2.4792324429968686,6.805093241790148,1017.0956962330972,996.5609047698235,1.548956410176073
2009-02-25 22:00,101850.0,1.28026,1.2806,1.25628,1.2583,8.688206955770996,15.426765288509204,21.332467054832264,1039.1319179193013,1003.9913436240502,-17.152765844437834
2009-02-26 22:00,87525.0,1.2583,1.26408,1.25134,1.25306,2.0886986714567524,14.39322930307848,22.120376456001544,1044.7043977738551,1000.0292941483189,-4.164348724469452
2009-02-27 22:00,93776.0,1.2531,1.27605,1.25276,1.26734,-5.649777247742131,0.08521422704047496,8.21259003197251,1028.6391196147397,987.8536921011369,11.363817732024426
2009-02-28 22:00,92633.0,1.26736,1.2884,1.25576,1.28264,-5.98211845606733,-11.2272637917357,-4.473441318694018,1014.6368545137236,976.436244719108,12.05655851533894
2009-03-02 22:00,881.0,1.28225,1.28225,1.27631,1.2806,0.7961846007625726,-9.581915203199962,-3.6667173226345136,1014.2574436584699,978.4225500944578,-1.2868005459153282
2009-03-03 22:00,91703.0,1.2805,1.2992,1.2692,1.2695,4.362271365153529,0.8881442778847136,3.730724190928854,1021.1679207810471,986.3074632284047,-8.59039437719633
2009-03-04 22:00,101157.0,1.2694,1.28769,1.26625,1.28466,-5.917869980327104,-6.021236114228403,-8.264248224606627,1008.7416167618055,974.7979968324526,12.021427446037363
2009-03-05 22:00,91482.0,1.28466,1.28996,1.26902,1.27234,4.829790950793694,4.397941753329851,0.28133175407283534,1016.1936501289385,984.3690925341854,-9.590086092818245
2009-03-06 22:00,85592.0,1.27234,1.28106,1.26828,1.27446,-0.8320708839232027,1.4521096557677582,-1.6836977468701273,1013.9730938260285,982.662343928,1.6662212930505207
2009-03-07 22:00,92167.0,1.27446,1.27516,1.26047,1.26686,2.9950525242028667,5.277871380659814,3.243711263398713,1018.5870301932878,987.9109253819132,-5.963309950881024
2009-03-08 22:00,1.0,1.26716,1.26716,1.26716,1.26716,-0.11838195557090748,4.673553220270262,3.703792543112234,1017.7388000249592,989.6825200924679,0.0
