Datetime,Volume,Open,High,Low,Close,Rate
2019-06-05 06:00,56691,137.304,137.786,137.206,137.544,0.0017479461632582379
2019-06-06 06:00,57845,137.618,137.810,136.993,137.603,-0.00010899736953004955
2019-06-07 06:00,49794,137.634,138.170,137.488,137.813,0.0013005507360100126
2019-06-10 06:00,37303,138.222,138.262,137.486,137.584,-0.004615763047850597
2019-06-11 06:00,41874,137.557,138.328,137.503,138.103,0.00396926365070495
2019-06-12 06:00,45309,138.07,138.245,137.564,137.679,-0.002831896863909547
2019-06-13 06:00,38092,137.658,137.784,137.106,137.379,-0.0020267619753301398
2019-06-14 06:00,42726,137.368,137.432,136.518,136.67,-0.005081241628326885
2019-06-17 06:00,27008,136.548,136.934,136.012,136.042,-0.003705656618917891
2019-06-18 06:00,47547,136.049,136.254,135.380,136.188,0.0010216907143748325
2019-06-19 06:00,44494,136.192,137.012,135.789,136.674,0.0035391212406014985
2019-06-20 06:00,59345,136.616,137.190,136.205,136.336,-0.002049540317385966
2019-06-21 06:00,49392,136.289,136.843,135.946,136.766,0.003499915620482973
2019-06-22 06:00,1,136.757,136.757,136.757,136.757,0.0
2019-06-24 06:00,34520,136.635,137.133,136.493,136.714,0.0005781827496615635
2019-06-25 06:00,48981,136.658,136.848,135.814,135.97,-0.005034465600257491
2019-06-26 06:00,43403,136.014,136.898,135.922,136.743,0.005359742379460827
2019-06-27 06:00,43385,136.787,137.336,136.424,136.582,-0.001498680430157928
2019-06-28 06:00,41869,136.602,137.206,136.276,137.017,0.0030380228693576376
2019-07-01 06:00,41434,137.424,137.792,136.742,137.07,-0.002575969263010925
2019-07-02 06:00,37404,137.082,137.144,135.866,135.886,-0.008724704921142076
2019-07-03 06:00,34260,135.878,135.934,135.176,135.566,-0.002296177453303577
2019-07-04 06:00,23894,135.552,135.718,135.448,135.628,0.0005606704438148711
2019-07-05 06:00,34106,135.637,136.048,135.490,135.876,0.0017620560761444468
2019-07-08 06:00,23526,135.882,136.135,135.546,136.095,0.0015675365390559004
2019-07-09 06:00,28820,136.088,136.282,135.396,135.677,-0.0030201046381753086
2019-07-10 06:00,35262,135.707,136.058,135.490,135.668,-0.00028738384902759085
2019-07-11 06:00,36815,135.618,136.054,135.086,135.904,0.0021088646049934475
2019-07-12 06:00,32718,135.898,136.024,135.508,135.695,-0.0014937673843618225
