Datetime,Volume,Open,High,Low,Close,SMA5,SMA10,BBANDS+2σ,BBANDS-2σ,Rate
2020-11-09 21:00,34099,76.274,77.016,76.093,77.003,98.57200368816798,98.27422308221757,0.9911393045636764,0.9672908864678412,0.9557647429005941
2020-11-09 22:00,22660,77.002,77.039,76.668,76.822,99.18591028611594,98.69828955247195,0.9968908671979584,0.9683977220082577,-0.23376016207370282
2020-11-09 23:00,20557,76.822,77.004,76.800,76.88,99.49635796045784,98.81139438085327,0.9990966806337602,0.9670778771185802,0.07549920595661753
2020-11-10 00:00,25708,76.88,76.997,76.704,76.902,99.83615510649916,98.95841460560194,1.0013099528716896,0.9667545968149237,0.028616024973992682
2020-11-10 01:00,19783,76.901,76.902,76.729,76.776,100.13103053037406,99.29053350005212,1.0046758121076957,0.9689552705222921,-0.1625466508888051
2020-11-10 02:00,12587,76.778,76.898,76.728,76.846,99.9989589568748,99.3861749472972,1.005383566813081,0.968808974112926,0.08856703743259506
2020-11-10 03:00,8041,76.844,76.855,76.700,76.736,100.1198915763136,99.7084810258549,1.0080139947709341,0.9710544998078813,-0.1405444797251443
2020-11-10 04:00,7882,76.738,76.892,76.718,76.87,99.94276050474826,99.72603096136335,1.0075542111937732,0.9701926341294995,0.17201386536006283
2020-11-10 05:00,9790,76.872,76.956,76.678,76.722,100.08863168321993,100.07950783347674,1.010168101757141,0.973459801582188,-0.19512956603185252
2020-11-10 06:00,5165,76.722,76.780,76.656,76.78,100.01406616306328,100.06994008856473,1.010083668320358,0.9740176601505978,0.07559761215819054
2020-11-10 07:00,4511,76.704,76.722,76.510,76.533,100.255053375668,100.33149099081444,1.0134964613424815,0.9785958387110899,-0.22293491864830034
2020-11-10 08:00,7267,76.532,76.661,76.462,76.535,100.19990853857712,100.29136996145556,1.0134827427844184,0.980114957614092,0.003919928918622424
2020-11-10 09:00,13415,76.534,76.696,76.380,76.52,100.12807109252482,100.26398327234712,1.0136221268107368,0.9817803823371979,-0.018292523584302407
2020-11-10 10:00,12104,76.522,76.577,76.332,76.339,100.26513315605389,100.42795949645658,1.0158189735206997,0.9853429489566705,-0.23914691199917268
2020-11-10 11:00,10149,76.341,76.459,76.340,76.379,100.10762120478141,100.32338731850379,1.0148674903254187,0.9864326052505896,0.049776659986129235
2020-11-10 12:00,9119,76.378,76.419,76.247,76.378,100.06834428762208,100.2634266411794,1.0141570278104524,0.9884287953323365,0.0
2020-11-10 13:00,6982,76.378,76.482,76.376,76.442,99.96023128646554,100.14102195128334,1.012130331385636,0.9901995396276805,0.0837937626017871
2020-11-10 14:00,6375,76.442,76.495,76.389,76.412,99.9712087106737,100.12039993718264,1.0108906295403879,0.9935510811856753,-0.039245440987921466
2020-11-10 15:00,6244,76.413,76.576,76.398,76.556,99.83985579183863,99.910392392497,1.0066898520170824,0.9953792216022282,0.1871409315168894
2020-11-10 16:00,7774,76.558,76.644,76.424,76.43,100.01779405992409,100.02930786340443,1.0081723106641884,0.9974027253164465,-0.16719350035267394
2020-11-10 17:00,10704,76.43,76.576,76.420,76.536,99.9205602592244,99.89116232883872,1.0060444632787136,0.996142742741982,0.13868899646734859
2020-11-10 18:00,8443,76.536,76.776,76.535,76.776,99.6952172553923,99.61029488381786,1.0028122351085065,0.9930562654645892,0.3135779241141357
2020-11-10 19:00,10056,76.775,76.826,76.678,76.682,99.88784851725303,99.7535275553585,1.0036741944512664,0.9943827159057922,-0.12113318137414981
2020-11-10 20:00,7929,76.684,76.710,76.580,76.682,99.92071150987192,99.79825773975641,1.0032139105981062,0.9945561006170419,-0.0026081059934214947
2020-11-10 21:00,9651,76.683,76.720,76.578,76.628,100.04280419689928,99.90108054497053,1.003695314084995,0.9952893912446493,-0.0717238501362842
2020-11-10 22:00,11093,76.63,76.676,76.420,76.465,100.23749427842803,100.12541685738574,1.0053438794859129,0.9974037828432567,-0.21532037061202147
2020-11-10 23:00,13974,76.466,76.622,76.443,76.528,100.09016307756637,100.05422851766674,1.004258231122635,0.9965689171106907,0.0810817879842176
