Datetime,Volume,Open,Close,Rate,class
2020-08-31 06:00,108179.0,80.507,81.17,0.008235308730917767,1
2020-09-01 06:00,110545.0,81.243,81.106,-0.0016862991273094354,-1
2020-09-02 06:00,93419.0,81.121,81.398,0.0034146521862403207,1
2020-09-03 06:00,107678.0,81.37,80.894,-0.005849821801646787,-1
2020-09-04 06:00,114569.0,80.884,81.334,0.005563523070075699,1
2020-09-07 06:00,57054.0,81.434,81.136,-0.0036594051624628757,-1
2020-09-08 06:00,99211.0,81.148,80.1,-0.012914674422043696,-1
2020-09-09 06:00,85055.0,80.114,80.761,0.008075991711810561,1
2020-09-10 06:00,98962.0,80.789,80.446,-0.004245627498793196,-1
2020-09-11 06:00,81019.0,80.456,80.566,0.0013672069205528416,1
2020-09-14 06:00,67805.0,80.512,80.248,-0.003279014308426021,-1
2020-09-15 06:00,70212.0,80.234,79.969,-0.003302839195353598,-1
2020-09-16 06:00,103811.0,79.926,79.639,-0.0035908215098967313,-1
2020-09-17 06:00,103890.0,79.596,79.557,-0.0004899743705714041,-1
2020-09-18 06:00,86500.0,79.593,79.2,-0.004937620142474849,-1
2020-09-21 06:00,110409.0,79.208,78.64,-0.0071709928290071435,-1
2020-09-22 06:00,98049.0,78.672,78.88,0.0026438885499287983,1
2020-09-23 06:00,98413.0,78.879,78.738,-0.001787548016582428,-1
2020-09-24 06:00,107470.0,78.744,78.888,0.0018287107589150342,1
2020-09-25 06:00,82469.0,78.902,78.87,-0.0004055663988238128,-1
2020-09-28 06:00,76970.0,78.799,78.918,0.0015101714488762517,1
2020-09-29 06:00,74400.0,78.895,78.936,0.0005196780531087018,1
2020-09-30 06:00,101569.0,78.9,79.245,0.004372623574144472,1
2020-10-01 06:00,86411.0,79.214,79.403,0.00238594187896088,1
2020-10-02 06:00,111609.0,79.423,79.12,-0.003815015801468054,-1
2020-10-05 06:00,67379.0,79.166,79.72,0.006997953666978274,1
2020-10-06 06:00,79841.0,79.689,79.344,-0.004329330271430171,-1
2020-10-07 06:00,68137.0,79.356,79.939,0.007346640455668109,1
2020-10-08 06:00,59383.0,79.853,80.35,0.006223936483288041,1
2020-10-09 06:00,63762.0,80.337,80.52,0.0022779043280181325,1
2020-10-12 06:00,48731.0,80.538,80.328,-0.002607464799225133,-1
2020-10-13 06:00,69306.0,80.336,80.278,-0.0007219677355107638,-1
2020-10-14 06:00,60642.0,80.284,80.002,-0.003512530516665969,-1
2020-10-15 06:00,105240.0,79.981,79.768,-0.0026631324939672407,-1
2020-10-16 06:00,97875.0,79.739,79.911,0.002157037334303127,1
2020-10-19 06:00,84261.0,79.896,79.942,0.0005757484730148227,1
