Datetime,Volume,Open,Close,Rate,class
2020-07-13 06:00,47475.0,106.94,107.293,0.003300916401720672,1
2020-07-14 06:00,55949.0,107.27,107.239,-0.0002889903980608903,-1
2020-07-15 06:00,56215.0,107.255,106.932,-0.003011514614703215,-1
2020-07-16 06:00,54537.0,106.943,107.274,0.0030951067391040373,1
2020-07-17 06:00,43013.0,107.286,107.037,-0.0023208992785637944,-1
2020-07-20 06:00,52129.0,107.136,107.272,0.001269414575866281,1
2020-07-21 06:00,57528.0,107.234,106.803,-0.004019247626685542,-1
2020-07-22 06:00,65152.0,106.81,107.158,0.003258121898698614,1
2020-07-23 06:00,53582.0,107.165,106.866,-0.0027900900480567962,-1
2020-07-24 06:00,74158.0,106.871,106.14,-0.006840022082697781,-1
2020-07-27 06:00,85781.0,106.11,105.379,-0.006889077372537881,-1
2020-07-28 06:00,81392.0,105.398,105.096,-0.0028653295128939116,-1
2020-07-29 06:00,83821.0,105.088,104.92,-0.001598660170523677,-1
2020-07-30 06:00,86846.0,104.926,104.728,-0.001887044202580938,-1
2020-07-31 06:00,118847.0,104.72,105.896,0.011229946524064189,1
2020-08-03 06:00,104381.0,105.883,105.952,0.0006516626842836208,1
2020-08-04 06:00,73080.0,105.976,105.718,-0.002434513474748958,-1
2020-08-05 06:00,81669.0,105.746,105.596,-0.001418493370907566,-1
2020-08-06 06:00,83066.0,105.566,105.55,-0.00015156395051442077,-1
2020-08-07 06:00,79710.0,105.528,105.926,0.0037715108786293317,1
2020-08-10 06:00,57089.0,105.885,105.96,0.0007083156254425899,1
2020-08-11 06:00,81384.0,105.951,106.492,0.005106133967588896,1
2020-08-12 06:00,82981.0,106.502,106.894,0.003680682052919289,1
2020-08-13 06:00,74087.0,106.887,106.93,0.000402294011432694,1
2020-08-14 06:00,59014.0,106.903,106.595,-0.0028811165261967103,-1
2020-08-17 06:00,61988.0,106.601,106.006,-0.0055815611485820855,-1
2020-08-18 06:00,78238.0,106.0,105.41,-0.0055660377358490885,-1
2020-08-19 06:00,91415.0,105.414,106.118,0.00667842981008209,1
2020-08-20 06:00,92679.0,106.123,105.804,-0.0030059459306653845,-1
2020-08-21 06:00,79431.0,105.796,105.808,0.00011342583840599317,1
2020-08-24 06:00,59566.0,105.776,105.974,0.0018718801996672923,1
2020-08-25 06:00,69838.0,105.98,106.389,0.003859218720513227,1
2020-08-26 06:00,68775.0,106.382,105.99,-0.0036848339004719793,-1
2020-08-27 06:00,112330.0,106.018,106.56,0.005112339414061778,1
2020-08-28 06:00,126174.0,106.564,105.368,-0.011223302428587496,-1
2020-08-31 06:00,92231.0,105.448,105.908,0.0043623397314316815,1
2020-09-01 06:00,94184.0,105.923,105.958,0.00033042870764608806,1
2020-09-02 06:00,75715.0,105.969,106.182,0.0020100217988280353,1
2020-09-03 06:00,82228.0,106.186,106.195,8.475693594246067e-05,1
2020-09-04 06:00,72276.0,106.188,106.241,0.0004991147775642941,1
2020-09-07 06:00,41251.0,106.26,106.272,0.00011293054771316068,1
2020-09-08 06:00,70368.0,106.28,106.032,-0.0023334587881069313,-1
2020-09-09 06:00,71322.0,106.026,106.18,0.0014524739214910548,1
2020-09-10 06:00,67614.0,106.211,106.134,-0.0007249719897185619,-1
2020-09-11 06:00,54244.0,106.13,106.168,0.00035805144633949793,1
2020-09-14 06:00,51587.0,106.131,105.732,-0.0037595047629816066,-1
2020-09-15 06:00,60372.0,105.727,105.447,-0.002648330133267766,-1
2020-09-16 06:00,79208.0,105.452,104.953,-0.004732010772673778,-1
2020-09-17 06:00,78216.0,104.964,104.744,-0.002095956708966873,-1
2020-09-18 06:00,60357.0,104.754,104.572,-0.0017374038222884296,-1
2020-09-21 06:00,79400.0,104.567,104.644,0.0007363699828819072,1
2020-09-22 06:00,67686.0,104.656,104.934,0.0026563216633541465,1
2020-09-23 06:00,74434.0,104.926,105.395,0.004469816823284925,1
2020-09-24 06:00,75222.0,105.401,105.408,6.641303213446744e-05,1
2020-09-25 06:00,63878.0,105.402,105.584,0.0017267224530844022,1
2020-09-28 06:00,60955.0,105.514,105.517,2.8432245957883446e-05,1
2020-09-29 06:00,70566.0,105.512,105.666,0.0014595496246872048,1
2020-09-30 06:00,85392.0,105.655,105.548,-0.0010127301121574872,-1
2020-10-01 06:00,81043.0,105.543,105.529,-0.00013264735700150654,-1
2020-10-02 06:00,91333.0,105.534,105.32,-0.002027782515587515,-1
2020-10-05 06:00,63407.0,105.325,105.742,0.003959173985283661,1
2020-10-06 06:00,70682.0,105.734,105.63,-0.000983600355609352,-1
2020-10-07 06:00,65763.0,105.616,105.966,0.003313891834570466,1
2020-10-08 06:00,52192.0,105.974,106.032,0.0005473040557117096,1
2020-10-09 06:00,62264.0,106.022,105.622,-0.0037728018713097814,-1
2020-10-12 06:00,57928.0,105.735,105.343,-0.0037073816617013847,-1
2020-10-13 06:00,63557.0,105.347,105.482,0.0012814793017362157,1
2020-10-14 06:00,58959.0,105.465,105.167,-0.0028255819466173784,-1
2020-10-15 06:00,64227.0,105.144,105.446,0.0028722513885717916,1
2020-10-16 06:00,60291.0,105.451,105.406,-0.0004267384851730898,-1
2020-10-19 06:00,53223.0,105.383,105.441,0.0005503733998842976,1
