Datetime,Volume,Open,Close,Rate,class
2020-07-13 06:00,46672.0,134.977,134.69,-0.0021262881824311262,-1
2020-07-14 06:00,55608.0,134.721,134.618,-0.0007645430185346652,-1
2020-07-15 06:00,51642.0,134.649,134.587,-0.00046045644601899624,-1
2020-07-16 06:00,49969.0,134.564,134.672,0.0008025920751464292,1
2020-07-17 06:00,36923.0,134.727,134.517,-0.0015587076087199146,-1
2020-07-20 06:00,46229.0,134.517,135.828,0.009745980061999652,1
2020-07-21 06:00,49059.0,135.821,135.986,0.0012148342303472369,1
2020-07-22 06:00,57573.0,135.975,136.458,0.0035521235521235824,1
2020-07-23 06:00,64626.0,136.428,136.153,-0.0020157152490691476,-1
2020-07-24 06:00,63496.0,136.161,135.794,-0.0026953386065025242,-1
2020-07-27 06:00,63695.0,135.734,135.744,7.367350847975381e-05,1
2020-07-28 06:00,63591.0,135.794,135.9,0.0007805941352342116,1
2020-07-29 06:00,61727.0,135.913,136.366,0.0033330145019240466,1
2020-07-30 06:00,66255.0,136.355,137.152,0.00584503685233396,1
2020-07-31 06:00,94513.0,137.161,138.539,0.010046587586850387,1
2020-08-03 06:00,78351.0,138.539,138.534,-3.609092024625162e-05,-1
2020-08-04 06:00,54524.0,138.619,138.185,-0.00313088393365987,-1
2020-08-05 06:00,58080.0,138.202,138.484,0.002040491454537638,1
2020-08-06 06:00,70329.0,138.553,138.716,0.0011764451148658702,1
2020-08-07 06:00,63415.0,138.743,138.26,-0.0034812567120503673,-1
2020-08-10 06:00,47543.0,138.268,138.524,0.0018514768420748128,1
2020-08-11 06:00,54739.0,138.464,138.952,0.0035243817887681966,1
2020-08-12 06:00,59533.0,139.029,139.302,0.001963619101050832,1
2020-08-13 06:00,50936.0,139.322,139.736,0.0029715335697161056,1
2020-08-14 06:00,42945.0,139.725,139.494,-0.0016532474503488607,-1
2020-08-17 06:00,43222.0,139.503,138.912,-0.004236468032945384,-1
2020-08-18 06:00,51889.0,138.956,139.544,0.004231555312473174,1
2020-08-19 06:00,61165.0,139.574,139.024,-0.003940561995787262,-1
2020-08-20 06:00,64091.0,139.029,139.81,0.005617533032676678,1
2020-08-21 06:00,62233.0,139.804,138.502,-0.009313038253554923,-1
2020-08-24 06:00,44655.0,138.441,138.443,1.4446587354971069e-05,1
2020-08-25 06:00,50107.0,138.475,139.924,0.010463982668351777,1
2020-08-26 06:00,47296.0,139.938,140.014,0.0005430976575342069,1
2020-08-27 06:00,80267.0,140.023,140.672,0.00463495282917807,1
2020-08-28 06:00,85370.0,140.672,140.68,5.686988171071555e-05,1
2020-08-31 06:00,61095.0,140.661,141.574,0.006490782804046686,1
2020-09-01 06:00,68024.0,141.645,141.822,0.0012496028804404849,1
2020-09-02 06:00,62341.0,141.928,141.778,-0.001056873907897002,-1
2020-09-03 06:00,66783.0,141.712,141.038,-0.004756125098791762,-1
2020-09-04 06:00,71598.0,140.991,141.094,0.0007305430843102057,1
2020-09-07 06:00,38069.0,140.817,139.948,-0.006171129906190302,-1
2020-09-08 06:00,65151.0,139.96,137.648,-0.016519005430122975,-1
2020-09-09 06:00,68492.0,137.683,138.049,0.002658280252464094,1
2020-09-10 06:00,78289.0,138.059,135.926,-0.015449916340115529,-1
2020-09-11 06:00,62496.0,135.886,135.846,-0.00029436439368288157,-1
2020-09-14 06:00,51349.0,135.66,135.83,0.001253132832080318,1
2020-09-15 06:00,51491.0,135.823,135.906,0.0006110894325703187,1
2020-09-16 06:00,67686.0,135.865,136.09,0.0016560556434695786,1
2020-09-17 06:00,74170.0,136.058,135.879,-0.0013156153993150131,-1
2020-09-18 06:00,61339.0,135.937,135.082,-0.006289678306862871,-1
2020-09-21 06:00,72226.0,135.24,134.112,-0.008340727595386085,-1
2020-09-22 06:00,75581.0,134.152,133.611,-0.004032738982646527,-1
2020-09-23 06:00,71233.0,133.592,134.084,0.003682855260793986,1
2020-09-24 06:00,77023.0,134.069,134.338,0.0020064295250953276,1
2020-09-25 06:00,57859.0,134.406,134.573,0.0012425040548785142,1
2020-09-28 06:00,57411.0,134.709,135.377,0.004958837197217753,1
2020-09-29 06:00,60421.0,135.43,135.857,0.0031529203278445874,1
2020-09-30 06:00,71982.0,135.868,136.273,0.0029808343392115962,1
2020-10-01 06:00,82479.0,136.301,136.018,-0.002076287041180821,-1
2020-10-02 06:00,89954.0,136.03,136.206,0.001293832242887508,1
2020-10-05 06:00,47241.0,136.145,137.255,0.008153072092254472,1
2020-10-06 06:00,67669.0,137.241,135.993,-0.009093492469451686,-1
2020-10-07 06:00,58883.0,136.005,136.918,0.0067129884930701884,1
2020-10-08 06:00,47070.0,136.923,137.182,0.0018915740963898404,1
2020-10-09 06:00,50411.0,137.108,137.791,0.004981474458091379,1
2020-10-12 06:00,43496.0,137.75,137.626,-0.0009001814882032321,-1
2020-10-13 06:00,58468.0,137.685,136.441,-0.009035116388858625,-1
2020-10-14 06:00,60471.0,136.433,136.822,0.0028512163479510826,1
2020-10-15 06:00,66619.0,136.802,136.064,-0.005394657972836651,-1
2020-10-16 06:00,68134.0,136.072,136.14,0.0004997354341817834,1
2020-10-19 06:00,54240.0,135.93,136.484,0.004075627161038785,1
