Datetime,Volume,Open,High,Low,Close
2019-01-01 22:00,482,109.590,109.698,109.590,109.684
2019-01-01 23:00,621,109.681,109.726,109.648,109.672
2019-01-02 00:00,796,109.674,109.682,109.533,109.629
2019-01-02 01:00,717,109.626,109.676,109.584,109.598
2019-01-02 02:00,1181,109.600,109.613,109.338,109.412
2019-01-02 03:00,578,109.410,109.428,109.345,109.421
2019-01-02 04:00,572,109.424,109.428,109.343,109.390
2019-01-02 05:00,379,109.388,109.426,109.299,109.304
2019-01-02 06:00,741,109.302,109.302,109.127,109.256
2019-01-02 07:00,1053,109.254,109.348,109.183,109.310
2019-01-02 08:00,2351,109.312,109.322,108.901,108.952
2019-01-02 09:00,2497,108.950,108.978,108.710,108.943
2019-01-02 10:00,1445,108.946,109.104,108.881,109.046
2019-01-02 11:00,1527,109.044,109.178,109.044,109.108
2019-01-02 12:00,1254,109.106,109.284,109.103,109.144
2019-01-02 13:00,2387,109.142,109.196,108.822,109.191
2019-01-02 14:00,2458,109.189,109.362,109.177,109.338
2019-01-02 15:00,2110,109.336,109.393,109.268,109.282
2019-01-02 16:00,1564,109.285,109.358,109.216,109.220
2019-01-02 17:00,1648,109.222,109.464,109.220,109.442
2019-01-02 18:00,885,109.444,109.456,109.380,109.450
2019-01-02 19:00,1111,109.448,109.448,109.184,109.197
2019-01-02 20:00,1634,109.194,109.202,109.040,109.082
2019-01-02 21:00,765,109.084,109.124,108.869,108.887
2019-01-02 22:00,1197,108.861,108.915,104.819,104.819
2019-01-02 23:00,5682,107.313,107.870,106.660,107.430
2019-01-03 00:00,2462,107.432,107.857,107.430,107.644
2019-01-03 01:00,1667,107.647,107.805,107.434,107.537
2019-01-03 02:00,1606,107.535,107.550,107.074,107.137
2019-01-03 03:00,979,107.139,107.206,107.026,107.160
2019-01-03 04:00,664,107.162,107.288,107.154,107.156
2019-01-03 05:00,1370,107.159,107.164,106.748,106.970
2019-01-03 06:00,1487,106.972,106.976,106.799,106.850
2019-01-03 07:00,3991,106.853,107.674,106.853,107.552
2019-01-03 08:00,3877,107.550,107.960,107.430,107.648
2019-01-03 09:00,1792,107.650,107.848,107.650,107.658
2019-01-03 10:00,1326,107.660,107.681,107.508,107.640
2019-01-03 11:00,1241,107.638,107.682,107.516,107.554
2019-01-03 12:00,974,107.551,107.715,107.526,107.664
2019-01-03 13:00,3114,107.661,108.002,107.596,107.748
2019-01-03 14:00,2905,107.746,107.968,107.706,107.748
2019-01-03 15:00,8723,107.743,107.945,107.106,107.544
2019-01-03 16:00,5558,107.546,108.305,107.498,108.096
2019-01-03 17:00,3693,108.094,108.109,107.827,108.024
2019-01-03 18:00,2614,108.026,108.028,107.746,107.840
2019-01-03 19:00,1817,107.838,107.891,107.724,107.736
2019-01-03 20:00,3213,107.738,107.778,107.395,107.522
2019-01-03 21:00,858,107.525,107.676,107.468,107.662
2019-01-03 22:00,534,107.672,107.722,107.635,107.677
