Datetime,Volume,Open,High,Low,Close
2010-05-09 21:00,70791,92.428,93.541,91.696,93.303
2010-05-10 21:00,52128,93.296,93.402,92.216,92.648
2010-05-11 21:00,42700,92.644,93.282,92.452,93.245
2010-05-12 21:00,38454,93.243,93.642,92.591,92.752
2010-05-13 21:00,48959,92.749,93.094,91.806,92.461
2010-05-14 21:00,5,92.435,92.460,92.435,92.460
2010-05-15 21:00,140,92.480,92.480,92.248,92.257
2010-05-16 21:00,49520,92.254,92.692,91.765,92.587
2010-05-17 21:00,47351,92.583,92.964,92.100,92.230
2010-05-18 21:00,77830,92.225,92.246,90.953,91.707
2010-05-19 21:00,87914,91.679,91.880,88.968,89.685
2010-05-20 21:00,90455,89.681,90.482,89.044,90.004
2010-05-21 21:00,5,90.001,90.015,89.968,90.015
2010-05-22 21:00,1531,90.015,90.733,90.015,90.315
2010-05-23 21:00,54111,90.318,90.616,89.746,90.290
2010-05-24 21:00,71827,90.288,90.312,89.264,90.232
2010-05-25 21:00,54520,90.219,90.676,89.828,89.924
2010-05-26 21:00,48815,89.919,91.083,89.819,91.044
2010-05-27 21:00,42633,91.008,91.410,90.608,91.066
2010-05-29 21:00,342,91.046,91.046,90.800,90.995
2010-05-30 21:00,25961,90.999,91.622,90.906,91.266
2010-05-31 21:00,47853,91.225,91.458,90.540,90.944
2010-05-31 21:00,47853,91.225,91.458,90.540,90.944
2010-06-01 21:00,46670,90.949,92.354,90.893,92.129
2010-06-02 21:00,40731,92.132,92.806,92.042,92.710
2010-06-03 21:00,45622,92.703,92.884,91.420,91.912
2010-06-04 21:00,4,91.977,92.042,91.977,91.989
2010-06-05 21:00,1103,91.968,92.096,91.549,91.771
2010-06-06 21:00,51978,91.792,92.088,91.000,91.372
2010-06-07 21:00,48995,91.382,91.928,90.840,91.460
2010-06-08 21:00,38739,91.452,91.672,91.056,91.296
2010-06-09 21:00,40652,91.300,91.472,90.858,91.333
2010-06-10 21:00,36346,91.306,91.778,91.211,91.652
2010-06-12 21:00,1054,91.655,91.960,91.655,91.875
2010-06-13 21:00,28710,91.871,92.114,91.418,91.575
2010-06-14 21:00,31525,91.572,91.690,91.078,91.449
2010-06-15 21:00,27902,91.452,91.826,91.096,91.439
2010-06-16 21:00,31150,91.445,91.446,90.520,91.004
2010-06-17 21:00,20883,91.008,91.083,90.448,90.703
2010-06-18 21:00,1,90.713,90.713,90.713,90.713
2010-06-19 21:00,2529,90.663,90.663,90.100,90.339
2010-06-20 21:00,32183,90.345,91.478,90.285,91.105
2010-06-21 21:00,25662,91.110,91.110,90.334,90.568
2010-06-22 21:00,26839,90.546,90.580,89.730,89.817
2010-06-23 21:00,26741,89.812,89.984,89.228,89.607
2010-06-24 21:00,25055,89.615,89.776,89.222,89.234
2010-06-25 21:00,2,89.228,89.228,89.225,89.225
2010-06-26 21:00,171,89.225,89.325,89.225,89.307
2010-06-27 21:00,19184,89.304,89.470,89.068,89.368
2010-06-28 21:00,32132,89.362,89.414,88.287,88.599
2010-06-29 21:00,30601,88.603,88.766,88.366,88.434
2010-06-30 21:00,41169,88.512,88.560,86.970,87.600
2010-06-30 21:00,41169,88.512,88.560,86.970,87.600
2010-07-01 21:00,34476,87.596,88.214,87.318,87.751
2010-07-03 21:00,63,87.832,87.832,87.686,87.712
2010-07-04 21:00,13711,87.710,88.004,87.636,87.769
2010-07-05 21:00,26225,87.764,87.982,87.352,87.522
2010-07-06 21:00,26021,87.536,87.778,87.025,87.706
2010-07-07 21:00,30320,87.702,88.644,87.664,88.349
2010-07-08 21:00,20599,88.362,88.704,88.330,88.611
2010-07-09 21:00,1,88.600,88.600,88.600,88.600
2010-07-10 21:00,612,88.588,88.837,88.492,88.748
2010-07-11 21:00,17908,88.741,89.154,88.388,88.588
2010-07-12 21:00,23844,88.620,88.862,88.026,88.732
2010-07-13 21:00,25363,88.727,89.110,88.078,88.405
2010-07-14 21:00,30365,88.417,88.499,87.235,87.392
2010-07-15 21:00,30550,87.401,87.511,86.268,86.565
2010-07-16 21:00,12,86.558,86.596,86.522,86.586
2010-07-17 21:00,332,86.535,86.599,86.448,86.523
2010-07-18 21:00,19992,86.519,87.221,86.482,86.695
2010-07-19 21:00,25106,86.685,87.573,86.665,87.506
2010-07-20 21:00,26282,87.510,87.513,86.870,87.049
2010-07-21 21:00,26632,87.060,87.198,86.346,86.945
2010-07-22 21:00,30788,86.937,87.501,86.736,87.446
2010-07-23 21:00,15,87.465,87.544,87.428,87.488
2010-07-24 21:00,1145,87.450,87.785,87.416,87.495
2010-07-25 21:00,22758,87.474,87.716,86.826,86.877
2010-07-26 21:00,24047,86.879,87.980,86.836,87.909
2010-07-27 21:00,27025,87.904,88.116,87.258,87.468
2010-07-28 21:00,24930,87.468,87.516,86.572,86.788
2010-07-29 21:00,31348,86.794,86.984,85.942,86.467
2010-07-30 21:00,2,86.454,86.469,86.454,86.469
2010-07-31 21:00,244,86.455,86.455,86.212,86.349
2010-07-31 21:00,244,86.455,86.455,86.212,86.349
2010-08-01 21:00,19408,86.344,86.882,86.322,86.498
2010-08-02 21:00,22904,86.492,86.660,85.676,85.789
2010-08-03 21:00,23045,85.777,86.384,85.320,86.270
2010-08-04 21:00,20554,86.262,86.454,85.716,85.825
2010-08-05 21:00,22494,85.837,86.178,85.026,85.511
2010-08-06 21:00,1,85.521,85.521,85.521,85.521
2010-08-07 21:00,336,85.518,85.518,85.281,85.397
2010-08-08 21:00,13484,85.394,85.956,85.303,85.936
2010-08-09 21:00,23168,85.943,86.238,85.181,85.445
2010-08-10 21:00,25914,85.449,85.474,84.734,85.323
2010-08-11 21:00,30331,85.328,85.988,84.938,85.906
2010-08-12 21:00,21254,85.911,86.378,85.568,86.183
2010-08-13 21:00,3,86.193,86.202,86.193,86.202
2010-08-14 21:00,500,86.203,86.235,86.075,86.182
2010-08-15 21:00,17761,86.187,86.240,85.218,85.329
2010-08-16 21:00,19149,85.326,85.682,85.120,85.527
2010-08-17 21:00,16725,85.520,85.682,85.194,85.459
2010-08-18 21:00,24980,85.453,85.922,84.898,85.395
2010-08-19 21:00,19677,85.403,85.824,85.200,85.613
2010-08-20 21:00,1,85.632,85.632,85.632,85.632
2010-08-21 21:00,803,85.584,85.637,85.475,85.587
2010-08-22 21:00,14614,85.584,85.731,85.102,85.157
2010-08-23 21:00,30675,85.168,85.194,83.593,83.911
2010-08-24 21:00,28254,83.898,84.830,83.898,84.571
2010-08-25 21:00,20592,84.575,84.884,84.328,84.451
2010-08-26 21:00,29495,84.455,85.453,84.276,85.230
2010-08-27 21:00,1,85.233,85.233,85.233,85.233
2010-08-28 21:00,1021,85.230,85.444,85.230,85.330
2010-08-29 21:00,23608,85.321,85.904,84.508,84.618
2010-08-30 21:00,27079,84.628,84.664,83.828,84.197
2010-08-31 21:00,28117,84.253,84.669,83.664,84.440
2010-08-31 21:00,28117,84.253,84.669,83.664,84.440
2010-09-01 21:00,20852,84.427,84.552,83.998,84.272
2010-09-02 21:00,21611,84.264,85.233,84.164,84.301
2010-09-03 21:00,1,84.299,84.299,84.299,84.299
2010-09-04 21:00,1202,84.321,84.321,84.062,84.164
2010-09-05 21:00,11260,84.168,84.494,84.046,84.215
2010-09-06 21:00,21788,84.230,84.268,83.512,83.839
2010-09-07 21:00,22753,83.826,84.044,83.330,83.878
2010-09-08 21:00,20032,83.866,84.026,83.492,83.781
2010-09-09 21:00,21586,83.808,84.384,83.750,84.152
2010-09-10 21:00,12,84.155,84.155,84.050,84.050
2010-09-11 21:00,1190,84.110,84.439,84.110,84.236
2010-09-12 21:00,17024,84.242,84.364,83.508,83.708
2010-09-13 21:00,26170,83.705,83.760,82.922,83.038
2010-09-14 21:00,48823,83.040,85.770,82.876,85.741
2010-09-15 21:00,23640,85.733,85.930,85.228,85.781
2010-09-16 21:00,20200,85.778,85.932,85.599,85.857
2010-09-17 21:00,2,85.860,85.868,85.860,85.868
2010-09-18 21:00,520,85.710,85.825,85.644,85.746
2010-09-19 21:00,9536,85.742,85.800,85.508,85.690
2010-09-20 21:00,20495,85.687,85.770,84.978,85.091
2010-09-21 21:00,22886,85.095,85.190,84.278,84.493
2010-09-22 21:00,15027,84.487,84.674,84.266,84.387
2010-09-23 21:00,27989,84.384,85.394,84.114,84.210
2010-09-25 21:00,445,84.210,84.374,84.185,84.244
2010-09-26 21:00,15698,84.242,84.394,84.120,84.289
2010-09-27 21:00,18007,84.299,84.342,83.688,83.874
2010-09-28 21:00,17055,83.858,84.088,83.504,83.703
2010-09-29 21:00,23416,83.697,83.814,83.169,83.522
2010-09-30 21:00,17467,83.520,83.580,83.164,83.224
2010-12-31 22:00,7,81.133,81.190,81.116,81.180
2011-01-01 22:00,636,81.210,81.393,81.030,81.233
2011-01-02 22:00,10224,81.230,81.748,80.932,81.740
2011-01-03 22:00,17703,81.736,82.281,81.614,82.033
2011-01-04 22:00,21845,82.038,83.376,81.888,83.249
2011-01-05 22:00,19963,83.251,83.390,82.886,83.331
2011-01-06 22:00,25104,83.327,83.681,82.858,83.155
2011-01-08 22:00,573,83.125,83.288,83.120,83.225
2011-01-09 22:00,14385,83.228,83.278,82.666,82.707
2011-01-10 22:00,17757,82.712,83.496,82.684,83.243
2011-01-11 22:00,19497,83.248,83.462,82.810,82.996
2011-01-12 22:00,20340,82.994,83.154,82.548,82.816
2011-01-13 22:00,20807,82.810,83.068,82.412,82.867
2011-01-14 22:00,1,82.870,82.870,82.870,82.870
2011-01-15 22:00,624,82.847,82.908,82.693,82.798
2011-01-16 22:00,12538,82.804,83.012,82.356,82.678
2011-01-17 22:00,17196,82.673,82.823,82.338,82.551
2011-01-18 22:00,19428,82.554,82.690,81.856,82.022
2011-01-19 22:00,19630,82.018,83.126,82.010,83.007
2011-01-20 22:00,17311,83.005,83.090,82.534,82.569
2011-01-21 22:00,18,82.566,82.575,82.564,82.574
2011-01-22 22:00,912,82.574,82.684,82.546,82.561
2011-01-23 22:00,14867,82.559,82.924,82.306,82.525
2011-01-24 22:00,19520,82.535,82.664,81.977,82.250
2011-01-25 22:00,18000,82.240,82.614,81.980,82.162
2011-01-26 22:00,24953,82.172,83.210,82.020,82.926
2011-01-27 22:00,19344,82.932,82.938,81.990,82.125
2011-01-28 22:00,18,82.110,82.130,82.110,82.125
2011-01-29 22:00,1721,82.125,82.144,81.793,82.006
2011-01-30 22:00,15791,82.004,82.256,81.912,82.042
2011-01-31 22:00,17381,82.040,82.152,81.318,81.354
2011-01-31 22:00,17381,82.040,82.152,81.318,81.354
2011-02-01 22:00,16301,81.356,81.857,81.356,81.560
2011-02-02 22:00,15100,81.565,82.063,81.407,81.624
2011-02-03 22:00,18391,81.626,82.467,81.112,82.181
2011-02-04 22:00,4,82.176,82.190,82.176,82.190
2011-02-05 22:00,640,82.190,82.301,82.174,82.174
2011-02-06 22:00,14381,82.178,82.469,82.162,82.328
2011-02-07 22:00,16275,82.326,82.424,81.773,82.365
2011-02-08 22:00,17104,82.361,82.667,82.207,82.358
2011-02-09 22:00,18548,82.356,83.370,82.340,83.225
2011-02-10 22:00,14292,83.222,83.676,83.216,83.434
2011-02-11 22:00,11,83.434,83.434,83.434,83.434
2011-02-12 22:00,817,83.434,83.565,83.356,83.492
2011-02-13 22:00,14734,83.489,83.526,83.095,83.326
2011-02-14 22:00,17069,83.323,83.918,83.200,83.769
2011-02-15 22:00,17136,83.772,83.974,83.490,83.681
2011-02-16 22:00,15212,83.684,83.756,83.154,83.308
2011-02-17 22:00,13381,83.306,83.532,83.036,83.180
2011-02-18 22:00,11,83.180,83.180,83.180,83.180
2011-02-19 22:00,535,83.180,83.180,83.036,83.091
2011-02-20 22:00,9010,83.088,83.263,83.028,83.143
2011-02-21 22:00,23007,83.149,83.535,82.585,82.769
2011-02-22 22:00,17792,82.773,82.892,82.320,82.511
2011-02-23 22:00,19577,82.513,82.526,81.627,81.895
2011-02-24 22:00,14097,81.897,82.064,81.647,81.679
2011-02-25 22:00,1,81.677,81.677,81.677,81.677
2011-02-26 22:00,349,81.677,81.795,81.667,81.688
2011-02-27 22:00,15622,81.691,81.980,81.624,81.782
2011-02-28 22:00,16371,81.785,82.238,81.738,81.846
2011-02-28 22:00,16371,81.785,82.238,81.738,81.846
2011-03-01 22:00,12817,81.849,82.115,81.572,81.876
2011-03-02 22:00,15824,81.880,82.521,81.728,82.446
2011-03-03 22:00,18513,82.441,83.076,82.216,82.314
2011-03-04 22:00,8,82.311,82.314,82.311,82.314
2011-03-05 22:00,488,82.314,82.375,82.218,82.334
2011-03-06 22:00,12525,82.337,82.386,81.954,82.241
2011-03-07 22:00,13263,82.236,82.856,82.212,82.669
2011-03-08 22:00,13187,82.665,82.932,82.582,82.742
2011-03-09 22:00,18114,82.738,83.170,82.702,82.980
2011-03-10 22:00,28039,82.984,83.296,81.656,81.877
2011-03-11 22:00,15,81.863,81.863,81.852,81.852
2011-03-12 22:00,1941,81.852,82.122,81.629,81.659
2011-03-13 21:00,40573,81.661,82.465,80.600,81.629
2011-03-14 21:00,43662,81.627,82.040,80.610,80.721
2011-03-15 21:00,35727,80.724,81.174,79.564,79.594
2011-03-16 21:00,95477,79.588,79.742,76.630,78.898
2011-03-17 21:00,69698,78.894,81.995,78.836,80.582
2011-03-18 21:00,15,80.588,80.591,80.588,80.591
2011-03-19 21:00,847,80.591,80.914,80.591,80.891
2011-03-20 21:00,19182,80.887,81.318,80.728,81.042
2011-03-21 21:00,16578,81.029,81.284,80.850,80.961
2011-03-22 21:00,17523,80.963,81.072,80.707,80.914
2011-03-23 21:00,13102,80.912,81.054,80.766,80.977
2011-03-24 21:00,13486,80.975,81.496,80.874,81.330
2011-03-25 21:00,12,81.330,81.330,81.330,81.330
2011-03-26 21:00,1037,81.330,81.490,81.311,81.408
2011-03-27 21:00,12293,81.412,81.846,81.312,81.695
2011-03-28 21:00,14689,81.693,82.480,81.547,82.475
2011-03-29 21:00,17898,82.479,83.182,82.370,82.894
2011-03-30 21:00,19453,82.890,83.219,82.566,83.134
2011-03-31 21:00,20227,83.139,84.734,83.139,84.055
2011-03-31 21:00,20227,83.139,84.734,83.139,84.055
2011-04-01 21:00,13,84.055,84.065,84.055,84.065
2011-04-02 21:00,593,84.065,84.224,84.036,84.205
2011-04-03 21:00,14145,84.211,84.382,83.859,84.058
2011-04-04 21:00,17608,84.050,84.873,84.036,84.868
2011-04-05 21:00,23495,84.874,85.524,84.844,85.490
2011-04-06 21:00,26612,85.493,85.502,84.594,84.910
2011-04-07 21:00,20542,84.912,85.397,84.681,84.765
2011-04-08 21:00,18,84.760,84.793,84.743,84.793
2011-04-09 21:00,772,84.793,85.103,84.793,84.864
2011-04-10 21:00,18791,84.868,85.158,84.520,84.600
2011-04-11 21:00,31707,84.594,84.784,83.468,83.577
2011-04-12 21:00,26244,83.572,84.262,83.508,83.838
2011-04-13 21:00,26545,83.834,83.933,82.957,83.498
2011-04-14 21:00,19535,83.500,83.781,82.960,83.131
2011-04-15 21:00,12,83.131,83.131,83.131,83.131
2011-04-16 21:00,136,83.131,83.265,83.106,83.227
2011-04-17 21:00,22498,83.230,83.262,82.192,82.656
2011-04-18 21:00,18829,82.658,82.764,82.324,82.588
2011-04-19 21:00,19503,82.584,83.102,82.258,82.558
2011-04-20 21:00,20240,82.561,82.594,81.621,81.852
2011-04-21 21:00,12115,81.856,82.108,81.668,81.848
2011-04-22 21:00,12,81.848,81.848,81.848,81.848
2011-04-23 21:00,70,81.848,81.861,81.810,81.826
2011-04-24 21:00,13774,81.823,82.427,81.669,81.832
2011-04-25 21:00,13692,81.834,81.974,81.490,81.555
2011-04-26 21:00,22654,81.553,82.803,81.267,82.150
2011-04-27 21:00,19840,82.148,82.278,81.406,81.534
2011-04-28 21:00,9218,81.531,81.651,81.044,81.217
2011-04-29 21:00,4,81.217,81.217,81.217,81.217
2011-04-30 21:00,13,81.217,81.217,81.217,81.217
2011-04-30 21:00,13,81.217,81.217,81.217,81.217
2011-05-01 21:00,15295,81.216,81.690,81.003,81.229
2011-05-02 21:00,12380,81.226,81.275,80.697,80.935
2011-05-03 21:00,14219,80.940,81.192,80.437,80.615
2011-05-04 21:00,23562,80.622,80.694,79.569,80.081
2011-05-05 21:00,32855,80.079,80.943,80.065,80.629
2011-05-06 21:00,12,80.629,80.629,80.629,80.629
2011-05-07 21:00,512,80.629,80.796,80.525,80.626
2011-05-08 21:00,19326,80.629,80.844,80.187,80.362
2011-05-09 21:00,17626,80.364,80.908,80.160,80.880
2011-05-10 21:00,20766,80.882,81.326,80.618,81.050
2011-05-11 21:00,20806,81.053,81.342,80.712,80.942
2011-05-12 21:00,19502,80.946,81.092,80.340,80.793
2011-05-13 21:00,12,80.793,80.793,80.793,80.793
2011-05-14 21:00,332,80.793,80.911,80.751,80.878
2011-05-15 21:00,17706,80.875,81.068,80.636,80.791
2011-05-16 21:00,19962,80.788,81.777,80.740,81.416
2011-05-17 21:00,20521,81.414,81.725,80.944,81.683
2011-05-18 21:00,19382,81.672,82.232,81.475,81.607
2011-05-19 21:00,16070,81.611,81.862,81.484,81.699
2011-05-20 21:00,12,81.699,81.699,81.699,81.699
2011-05-21 21:00,473,81.699,81.833,81.699,81.793
2011-05-22 21:00,19643,81.789,82.043,81.326,82.005
2011-05-23 21:00,17853,82.008,82.211,81.618,81.955
2011-05-24 21:00,18655,81.948,82.174,81.796,81.969
2011-05-25 21:00,18107,81.971,82.086,81.155,81.291
2011-05-26 21:00,20491,81.293,81.431,80.704,80.796
2011-05-27 21:00,13,80.796,80.796,80.796,80.796
2011-05-28 21:00,194,80.796,80.941,80.727,80.742
2011-05-29 21:00,13397,80.746,80.982,80.727,80.939
2011-05-30 21:00,21570,80.937,81.774,80.716,81.526
2011-05-31 21:00,20251,81.522,81.573,80.672,80.950
2011-05-31 21:00,20251,81.522,81.573,80.672,80.950
2011-06-01 21:00,18166,80.953,81.325,80.574,80.892
2011-06-02 21:00,17604,80.894,81.013,80.056,80.282
2011-06-03 21:00,12,80.282,80.282,80.282,80.282
2011-06-04 21:00,339,80.282,80.282,80.190,80.234
2011-06-05 21:00,16198,80.236,80.394,79.980,80.102
2011-06-06 21:00,13835,80.100,80.333,79.988,80.094
2011-06-07 21:00,19359,80.091,80.278,79.700,79.891
2011-06-08 21:00,19821,79.894,80.423,79.840,80.365
2011-06-09 21:00,17910,80.356,80.469,79.968,80.325
2011-06-10 21:00,13,80.325,80.325,80.325,80.325
2011-06-11 21:00,507,80.325,80.409,80.241,80.303
2011-06-12 21:00,13555,80.301,80.691,80.118,80.241
2011-06-13 21:00,16026,80.238,80.629,80.090,80.486
2011-06-14 21:00,17235,80.491,81.061,80.386,80.957
2011-06-15 21:00,24550,80.955,81.056,80.486,80.625
2011-06-16 21:00,17259,80.620,80.674,80.016,80.045
2011-06-17 21:00,12,80.045,80.045,80.045,80.045
2011-06-18 21:00,382,80.045,80.254,80.040,80.148
2011-06-19 21:00,13996,80.148,80.366,80.026,80.277
2011-06-20 21:00,9886,80.273,80.344,80.056,80.212
2011-06-21 21:00,11471,80.214,80.384,80.017,80.297
2011-06-22 21:00,15133,80.299,80.795,80.282,80.511
2011-06-23 21:00,13196,80.513,80.606,80.138,80.440
2011-06-24 21:00,14,80.450,80.457,80.450,80.457
2011-06-25 21:00,725,80.457,80.473,80.296,80.326
2011-06-26 21:00,13338,80.328,80.983,80.326,80.892
2011-06-27 21:00,12892,80.889,81.268,80.663,81.124
2011-06-28 21:00,14359,81.121,81.184,80.562,80.779
2011-06-29 21:00,16651,80.781,80.872,80.269,80.568
2011-06-30 21:00,13009,80.565,81.144,80.502,80.830
2011-06-30 21:00,13009,80.565,81.144,80.502,80.830
2011-07-01 21:00,12,80.830,80.830,80.830,80.830
2011-07-02 21:00,564,80.830,80.958,80.790,80.822
2011-07-03 21:00,10190,80.820,80.913,80.538,80.801
2011-07-04 21:00,12962,80.804,81.186,80.708,81.070
2011-07-05 21:00,11210,81.073,81.122,80.770,80.915
2011-07-06 21:00,11319,80.912,81.414,80.800,81.245
2011-07-07 21:00,13764,81.250,81.480,80.504,80.629
